text,start,end
"And she said, Sue.",332.489,333.43
Who's Sue?,333.67,334.131
"Sue was one of my students that would come in and spend time with Lucy, too.",334.291,338.317
"I said, no, Sue's not here.",338.417,340.059
"And finally she messed up and said, Lucy, and sorry, and so on.",340.14,344.546
Sue?,344.566,344.766
Yes.,345.066,345.307
This is Sue.,345.707,346.228
Sue Savy-Drumboff.,346.428,347.39
The grad student of yours who says she didn't actually see that lie take place.,347.45,350.734
"Yes, well, I wasn't there.",350.774,351.976
"But she told us that when she met Lucy, she was blown away by...",352.497,356.923
" Well, the incongruity of it all.",356.903,359.125
"Like, for instance, every time she would walk in the house, Lucy would just walk casually into the kitchen and search through the cupboard for the kind of tea she wanted that day and put some water in a kettle and put it on the stove and make us tea.",359.225,373.057
"Yeah, it became a routine.",373.597,374.698
I'd come in and she would start the tea.,374.718,376.58
It was the casualness with which she did it.,376.92,379.742
"The kind of air about it that, yes, I'm making tea and I would like you to have some too because tea is what we do.",379.982,386.708
" And so the thing to do was to sit down and to casually sip the tea with Lucy and casually look through the magazines, listen to the radio.",387.65,397.948
What magazines would she look at?,398.269,399.371
"Well, she looked at, I think, House and Garden and some magazines that had pictures of women and children in them, whatever the Timmerlands had out.",399.611,409.388
 Wow.,409.368,409.729
Lucy had developed an awareness of our emotions.,409.909,412.673
"If Jane is distressed, Temerland's wife, Lucy notices it immediately and attempts to comfort her by putting her arm about her, grooming her, or kissing her.",413.534,421.747
"If Jane is sick, Lucy would exhibit tender protectiveness toward her, bringing her food, sharing her own food.",422.128,428.978
"As we get to this next part, this is sort of the midpoint of the memoir, it's useful to sort of remember a basic fact of biology.",428.998,434.527
Speciation.,435.028,435.949
" happens when you've got one group of creatures that gets divided into two, and then these two groups evolve away from one another.",436.587,443.835
And eventually they get so far away from each other that they can't have babies.,443.855,446.819
And nature makes sure that they can't have babies by making one species basically undesirable to the other.,446.839,453.487
"You look across, you're a baboon, you look across at a chimp and you go, eh.",453.527,456.931
"Yeah, you're only sexually attracted to your own kind.",456.951,459.493
That is essentially what a species is.,460.114,463.438
" Now, this isn't something you're supposed to be able to learn or unlearn.",464.853,467.759
This is just the way it is.,467.859,468.941
Yeah.,469.101,469.362
I was there when she was introduced to her first adult male chimpanzee.,469.863,474.191
Had Lucy ever seen another chimpanzee before?,474.371,476.836
Never seen another chimpanzee from the moment of birth.,476.856,479.501
Wow.,479.521,479.762
She says they brought this male chimp in.,479.962,481.786
To see if Lucy was attracted to chimpanzee males.,481.826,486.715
And was she?,486.775,487.637
" Well, the male chimpanzee would sit there with his hand held out toward her, and she was very frightened, and she tried to move away.",488.14,500.275
"It was then, says Sue, that she realized that in every way that mattered, Lucy was no longer a chimp.",500.315,508.545
 She was stranded.,510.162,511.003
Right in between this great divide that I knew was there between humans and non-humans.,511.223,517.57
And I did not know how to negotiate this.,517.63,519.893
There is no category in our language except a mythical one for something that's not human and not animal.,519.973,536.811
