text,start,end
"Supper will be ready in a minute, so don't start fooling around with that old boat hull you've been building.",666.779,670.684
I won't.,670.864,671.305
 Mary!,676.499,688.195
Mary!,688.976,689.237
What is it?,690.719,691.119
Come down here.,691.56,692.0
Hurry up.,692.02,692.341
What is it?,695.285,695.665
I don't know.,696.266,696.547
I'm not sure.,696.567,697.147
"I was looking for a fuse, and I thought maybe I'd drop one under the boathouse, so I scratched around.",697.167,702.154
Look.,702.975,703.176
Let me put the flashlight on it.,703.897,704.818
 Well?,706.148,706.509
Look at the floor.,707.43,708.011
What about the floor?,709.113,709.934
It's supposed to be cement.,710.535,711.576
Well?,712.358,712.718
"Well, it's copper.",713.059,713.8
"There's a thin layer of cement, but underneath it's metal.",714.681,716.704
Look here.,717.866,718.207
"Underneath the concrete, more metal.",722.634,724.537
And here on the wall.,725.338,726.059
You see?,729.084,729.404
Metal.,729.525,730.386
"Metal under the floor, behind the walls, every place.",730.406,732.409
" Well, I don't really understand.",732.575,734.438
"Mary, I know this sounds crazy, but somebody, for reasons I can't even begin to guess, has taken this house and replaced it with a clever imitation.",734.518,740.487
Guy!,740.647,741.388
"Mary, I'm going to look around a little more.",741.408,742.67
"Well, your dinner will be ready in a... All right, save it for me.",742.81,744.633
There are a couple of things I've got to figure out.,745.514,747.157
"The following morning, Guy Burkhardt woke up screaming.",755.148,759.595
 He dragged himself into the kitchen where his wife Mary was preparing breakfast and discovered it was still June 15th.,760.351,767.421
"Mary, where's the morning paper?",769.383,770.665
Where is it?,770.685,771.046
"It's outside the door, I guess.",771.166,772.648
Uh-huh.,777.935,778.075
June 15th.,778.095,778.776
"You'd better hurry, dear.",779.037,779.838
Today's the day Mr. Barth fills out the quarterly tax return.,779.858,782.521
"Oh, no, it isn't.",782.882,783.543
Why?,783.883,784.164
He won't be there.,784.204,785.245
 He'll be at a meeting with that crackpot Dorchin at the Human Research Institute.,785.748,788.991
Mr. Dorchin?,789.051,789.732
He'll be there.,789.792,790.353
"And Miss Horne will have a new hairdo, and the elevator will be selling some new product, and Swanson... What about Swanson?",790.413,797.98
"Swanson, he said...",798.0,798.721
"I wonder if it's going to be the same today, or whether...",800.583,803.045
"Guy, what in the world are you talking about?",803.065,805.147
"Nothing, never mind.",806.869,807.35
Where's my coat?,807.37,807.87
You haven't had any breakfast yet.,807.89,808.831
I don't want to miss my bus.,808.871,809.772
I'll see you tonight.,809.832,810.793
 Guy Burkhart got on his bus.,813.625,815.769
"There were the same unfamiliar faces, the same unusually new-looking buildings, the same unusually bright sunshine.",816.329,823.061
"And on the customary corner, Henry Swanson, pale and furtive, climbed aboard.",823.762,829.131
"Excuse me, sir.",833.217,833.858
It's quite all right.,834.439,834.98
Do you remember the phone call?,835.842,837.304
 Yes.,837.419,837.8
"Oh, thank heaven.",838.22,839.121
Get off at the next corner and follow me.,839.141,840.764
Where are you going?,841.124,841.745
There's an excavation for a building about a block down.,842.266,844.569
Make sure you aren't followed.,845.591,846.712
I'll go first.,847.233,847.774
Burkhart.,850.398,859.531
"Here, behind the fence.",860.853,861.854
"All right, now.",863.937,864.498
"Henry, what's this all about?",864.578,865.64
I'm not sure.,865.9,867.122
 First I thought perhaps they were Russians.,867.878,869.341
Now I'm beginning to think they're Martians.,870.283,871.846
No humans could have accomplished what they've accomplished.,872.748,874.912
"Now, wait a minute.",874.932,875.854
"Start from the beginning, Henry.",875.874,877.036
What's going on?,877.056,877.797
"Look, Burkhart, peculiar things have been happening to you, right?",878.278,881.685
 Yes?,882.577,882.917
A lot of your friends are missing.,883.618,884.92
Your house seems changed.,884.94,886.221
There's something stranger than that.,887.062,888.123
The date.,888.884,889.244
Today is June 15th.,890.105,891.107
Yet I could swear yesterday was June 15th and the day before that.,891.667,894.35
"You got it, friend.",894.651,895.411
It's always June 15th.,895.972,897.454
And you and I are the only ones who know it.,898.275,900.077
"But why, Henry?",900.878,901.658
How?,901.718,902.059
I'm not sure.,902.88,903.42
I think it's some sort of mass hypnosis or something.,904.882,907.625
"Well, why doesn't it work for us?",907.645,909.327
" My wife, Mary, doesn't remember a thing.",909.492,910.953
"Somehow, when it happened, they missed us.",911.474,913.495
We were protected from the full force of the rays or whatever they used.,914.396,918.219
"Burkhart, where were you on the night of the 14th about midnight?",919.981,923.023
Let me see.,924.084,924.385
That was Sunday night.,924.405,925.165
Yes.,925.185,925.405
"Yeah, I was down in the cellar under the boat I'm building.",926.807,929.289
I was in my darkroom developing some pictures.,930.089,932.171
This just doesn't make any sense to me.,933.512,935.174
"Russians, Martians.",935.334,936.595
What makes you think that?,936.675,937.496
I've seen them.,938.536,939.297
 Where?,940.323,940.624
At the end of the tunnel.,941.205,942.046
What tunnel?,942.346,942.907
The one they built under Tylertown.,943.008,944.751
A tunnel under Tylertown?,945.732,947.035
"Yes, that's right.",947.115,947.816
It's made out of copper or some alloy.,948.517,950.521
Copper?,951.362,951.643
Wait a minute.,951.663,952.143
I found a copper layer under my cellar floor last night.,953.045,955.209
So did I.,955.389,955.87
That's how I discovered it.,956.391,957.332
"I found a way to get in, too.",958.334,959.476
It's at the bottom of this excavation.,960.097,961.74
 Holy mackerel.,962.615,964.321
"Henry, why don't we tell the police?",964.341,965.444
Because we can't trust them.,965.585,966.989
Even the police may be Martians in disguise.,967.551,969.558
"Oh, come on.",969.578,969.919
Are you being melodramatic?,969.959,970.862
"Oh, am I?",970.882,971.283
"Well, you just come with me.",972.026,972.889
Where?,973.049,973.33
Into the tunnel.,973.691,974.313
I'll show you.,974.514,975.156
 Henry Swanson led Guy Burkhart to a small hole on the side of the excavation.,981.042,985.81
There he removed a cut-out piece of metallic substance and they crawled into a dimly lighted tunnel.,985.87,990.999
They walked for what seemed like two miles until Swanson held his finger to his lips.,991.039,996.087
We've got to be quiet now.,998.291,999.313
"Henry, this is fantastic.",1000.034,1002.077
They've got a tunnel right under the whole town.,1002.097,1004.061
"Oh, you haven't seen anything yet.",1004.081,1005.463
 There's a room a little farther down.,1006.675,1008.177
We'll be able to look through a glass in the door.,1008.738,1010.64
Is it safe?,1011.101,1011.581
"It's perfectly safe, unless one of them comes along.",1012.663,1016.507
Come on.,1016.527,1016.828
Okay.,1017.028,1017.308
Here.,1021.874,1022.094
"Now, Burkhardt, look through this glass.",1024.277,1025.919
"Now, just so I know I'm not completely insane, tell me what you see.",1027.581,1031.446
Good Lord.,1033.389,1033.969
Well...,1034.55,1035.231
 A tremendous panel with dozens of telescreens.,1036.021,1038.966
And in front of each a servo robot.,1040.147,1041.97
They seem to be computing something.,1043.693,1044.875
"Yes, I've watched.",1045.516,1046.137
They're evaluating data from the screens.,1046.157,1050.504
Have you gotten a chance to look at the data on those screens?,1050.524,1052.347
No.,1053.368,1053.608
I've been afraid to go in.,1055.171,1056.132
There might be a warning circuit somewhere.,1056.994,1058.817
"Well, if we knew what those robots were working on, we could go to the authorities.",1059.518,1062.923
 I'll risk it if you will.,1064.81,1065.911
"All right, it's worth the chance.",1067.352,1068.273
We're lost anyway.,1068.854,1069.595
Okay.,1070.596,1071.897
Open the door.,1071.917,1072.437
"So far, so good.",1079.925,1080.805
Come on.,1081.386,1081.646
Let's take a look at that data.,1082.707,1083.808
But don't interfere with the robots.,1084.229,1085.59
Don't worry.,1085.75,1086.151
"Here, let's look at this screen.",1087.652,1088.553
Listen to this.,1090.915,1091.796
 Tests in the 47K12 group of Marlin cigarettes pulled 80% using the soft feminine approach.,1093.092,1099.719
Indications are that an extension of this approach would influence at least 70% nationwide.,1100.34,1105.465
The direct elevator pitch pulled only 10%.,1106.526,1108.348
This should be abandoned and a new series of high persuasion personal elements introduced.,1108.548,1114.995
"Henry, do you know what this means?",1115.015,1115.956
I haven't the faintest idea.,1116.997,1118.138
 I don't blame you.,1118.438,1119.121
"This is crazy, but it fits the facts when I think about it.",1120.086,1122.195
Do you know who's behind this?,1123.3,1124.787
 Martians?,1125.374,1126.035
"No, not Martians, Henry.",1126.055,1127.337
Humans.,1127.417,1127.958
What?,1128.839,1128.939
Humans who are interested in developing the perfect propaganda machine.,1128.959,1131.884
What?,1132.244,1132.505
"I don't know who they are or how they've done it, but somehow they've taken Tyler Town over.",1132.905,1137.973
Hypnosis?,1138.874,1139.495
"Hypnosis, drugs, maybe some kind of array or something.",1139.595,1141.999
"However they do it, what happens is that they let us live through a single day.",1142.019,1145.424
"During that day, they pour all kinds of suggestions and propaganda into us.",1146.125,1149.229
"At the end of the day, they evaluate the results, see how we've reacted.",1150.03,1153.696
"And at midnight,",1154.297,1155.178
" They wash the day out of our minds, and the next morning we start the same day over again with different stimuli.",1155.479,1159.644
"Do you know what that means, Henry?",1159.664,1160.706
Suppose one man learned how to influence people 100%.,1161.987,1164.31
"Why, in a year, he could sell us anything from freezers to political candidates.",1164.33,1169.537
Wait a minute.,1169.557,1170.118
"We're guinea pigs, Henry.",1170.238,1171.239
This whole community is one big test tube for Dorchen's propaganda research.,1172.161,1175.825
"Burkhardt, what do we do?",1176.386,1177.307
"I don't know, but somehow we've got to get out of this town and get to the FBI.",1177.588,1179.831
How do you think we can?,1179.851,1180.612
It's worth a try.,1180.712,1181.373
Come on.,1181.433,1181.773
 Wait.,1182.547,1182.787
What is it?,1183.268,1183.568
Look through the door.,1184.709,1185.33
There's somebody coming down the tunnel.,1186.351,1187.452
We've got to hide.,1187.812,1188.313
Behind the circuit box.,1188.853,1189.854
"Good Lord, it's Dorjan, the head of the Research Institute.",1193.398,1196.02
Quiet.,1196.601,1204.068
"All right, Burkhardt, come out.",1204.088,1205.95
We know you're in this room.,1207.852,1209.313
 Miss Horne has informed us that you remember.,1211.133,1213.496
I must warn you that it's useless to buck us.,1215.86,1218.483
Come out peacefully.,1219.385,1220.466
Let our maintenance crew adjust you properly so you don't remember from one experiment to the next.,1221.187,1226.675
It will be quite painless.,1227.576,1228.617
"If you don't come out peacefully, we'll have to get you.",1230.921,1233.685
"Henry, take this wrench.",1233.725,1235.807
"When I give the word, jump in.",1236.368,1237.71
But he may be armed.,1237.91,1238.712
We've got nothing to lose.,1238.752,1239.773
 Very well.,1241.103,1241.744
I'm coming after you.,1242.965,1244.087
No!,1246.57,1246.75
"Burkhart, I've killed him.",1251.857,1253.318
Wait.,1253.339,1254.14
Get his coat unbuttoned.,1254.16,1254.921
Maybe his heart is still beating.,1255.501,1256.503
Henry!,1259.406,1259.687
What is it?,1260.287,1260.588
What's wrong?,1260.628,1261.008
Look underneath his coat.,1261.449,1262.29
Heaven help us.,1264.352,1265.153
It's a robot.,1265.494,1266.876
A humanoid robot.,1266.896,1267.937
 Designed to look like Dorchin.,1268.373,1269.675
"Come on, let's get out of here.",1269.695,1270.676
Wait.,1270.797,1271.337
What's that?,1271.758,1272.038
It's a loudspeaker.,1272.439,1273.02
"I told you it was useless, gentlemen.",1273.4,1275.363
Who are you?,1276.505,1276.926
"Mr. Dorchin, naturally.",1277.386,1278.949
The real Mr. Dorchin.,1278.989,1282.254
What are you trying to do to us?,1282.274,1283.295
"Merely trying to prevent you from damaging my experiment, gentlemen.",1283.836,1287.802
"You can't get away with this, Dorchin.",1287.822,1289.865
"Sooner or later, somebody, the FBI or somebody, is going to get wind of this madness.",1289.885,1293.23
"Really, Burkhardt, you're quite naive.",1293.33,1296.034
" Now, why not be reasonable and let the maintenance crews adjust you?",1296.959,1300.324
"And if I refuse, I suppose you'll kill me.",1300.885,1303.348
That would be quite impossible.,1303.929,1305.532
Oh?,1306.573,1307.534
"You see, Burkhardt, you're already dead.",1307.555,1310.319
Dead?,1312.101,1312.362
You're shocked.,1313.183,1313.884
It's quite true.,1314.785,1315.506
You and everyone else in this town were killed by a premature atomic blast at the Contro chemical plant.,1316.628,1322.897
The blast occurred at 7 a.m. on June 15th.,1323.778,1326.342
 That is the last thing imprinted on your minds.,1327.064,1329.306
That is why you wake up screaming each morning.,1330.047,1331.929
"No, it isn't true.",1332.149,1332.91
But it is.,1332.99,1333.551
What I and my associates did was take the brain circuits from your dead bodies.,1334.652,1338.436
We stored them in electrochemical batteries till we had a chance to rebuild the cities and begin our tests.,1339.017,1344.583
Do you think I believe a fantastic tale like that?,1345.364,1347.426
I imagine you find it incredible.,1347.886,1349.588
"Of course, we didn't rebuild everything exactly.",1350.409,1352.631
"After all, it only has to last for a single day, June 15th.",1353.392,1356.936
" At midnight, we turn off the power and wash out the memory of the day.",1357.726,1360.804
"You and your friend Swanson, unfortunately...",1360.824,1364.344
 Have defective circuits.,1364.611,1365.953
You remember.,1366.073,1366.975
"Burkhart, it's no use.",1367.355,1368.237
We're trapped.,1368.257,1368.737
Give up.,1368.818,1369.218
"No, not me.",1369.238,1369.719
What can we do?,1370.12,1370.741
We can make a run for it down the tunnel.,1370.781,1372.023
Come on.,1372.043,1372.323
"It's useless, Burkhart.",1372.684,1374.366
Keep going.,1374.406,1374.827
It's useless.,1375.107,1376.65
Useless.,1376.67,1377.211
Useless.,1377.611,1388.188
" Now, now, this door is open.",1392.995,1394.997
It opens.,1396.659,1397.4
"Oh, no.",1397.42,1401.444
"No, I don't believe it.",1402.605,1403.366
"Swanson, look!",1404.688,1411.715
"They were standing on a ledge of smooth, finished metal.",1411.735,1414.939
"At their feet, the ledge dropped away into a chasm so deep they could not see the bottom.",1415.74,1421.466
 Beyond was only a glare so bright that their eyes could not stand to look into it.,1422.307,1427.676
"And yet, just at the limit of their vision, something towered.",1428.417,1435.168
Something so huge it was almost inconceivable.,1435.188,1438.393
Something.,1439.655,1440.096
Worker?,1440.937,1443.161
Yes?,1443.181,1443.601
This is Dorchin.,1443.621,1445.204
Now do you understand why it's useless?,1446.346,1448.449
 The great looming figure moved closer.,1450.117,1452.681
"It seemed to take shape now, and yet it was so gigantic as to be unbelievable.",1452.721,1459.31
It came closer.,1460.132,1460.893
The glare was partially blocked.,1461.834,1463.496
"And then, Guy Burkhardt knew that the towering shape was none other than Dorchin himself.",1464.378,1471.468
"You see how I did it, Burkhardt?",1472.51,1475.494
I took your brain circuits and had them reduced.,1475.514,1478.959
 so they could be transferred to tiny humanoid mannequins.,1479.597,1484.087
"That's what you are, Burkhart.",1484.107,1485.269
A tiny miniature of yourself.,1485.89,1488.115
"And this city, this whole experiment I'm conducting, is built on a tabletop.",1488.997,1495.21
" It was the morning of June 15th, and Guy Burkhardt woke up out of a dream, screaming.",1509.5,1520.488
