text,start,end
" So I am now all about town, and people are beginning to recognize me just from my voice.",275.009,280.835
I'm at the grocery store.,282.037,283.578
"I'm chasing my kids at the St. Louis Zoo, yelling at them.",283.618,287.262
People are recognizing my voice.,287.302,289.745
I'm going to drop another hint on the air.,291.287,293.189
I'm enjoying the secret mission.,294.05,295.211
And so I describe trying to make my mother's collard greens.,295.231,302.839
 Boom.,306.329,306.81
They gotta know.,309.134,309.875
They got to know now that I'm a black woman.,311.217,314.743
"One day at one of these many events, an education panel discussion after it's over, I'm in a small group of people and we are talking.",316.686,323.918
"And an older white gentleman walks up to me and he says, you speak well for your people.",325.561,332.893
 I could feel what you just said.,337.126,338.988
"I could feel it in my stomach rising to my heart, to my throat.",339.008,346.815
"And I said to him, well, what people are you referring to?",347.136,351.22
"Now, I knew what he meant.",351.28,354.463
We all know what he meant.,356.225,357.786
But I wanted him to say it out of his own mouth.,358.927,361.55
I wanted him to say it.,361.57,362.611
And he said it.,363.592,364.753
" You know, black people.",366.168,367.49
So now it's really gurgling.,369.352,371.294
It is threatening to come spewing out of my mouth.,371.835,374.759
I am embarrassed because people are standing around and they're hearing this.,375.32,381.407
And I'm angry.,381.447,383.029
How dare he diminish me?,384.091,386.033
" And I'm indignant, even.",387.363,389.686
"And before I could say another word, he says to me, have you had any training?",390.427,395.994
She said.,398.998,399.599
"Well, I said, nope.",399.639,409.992
My father speaks this way.,410.012,411.394
My mother speaks this way.,412.035,413.457
And they're from Mississippi.,413.777,415.159
 My siblings all speak this way.,416.101,417.844
God-given talent.,418.766,419.887
No training.,420.388,421.089
No classes.,421.41,422.171
None of that.,423.393,423.954
Just little old me.,424.415,425.617
But I'm still feeling the secret mission.,434.212,436.716
So I decide to engage in a drop the mic moment.,437.798,441.484
 It's closer to Thanksgiving now when I drop this hint and I describe again one of my mother's recipes for cornbread dressing.,442.24,451.131
"And I took care on the air to say not bread, not white bread dressing, but cornbread dressing where you make the cornbread the night before and then you soak it.",452.432,463.045
Cornbread dressing.,463.605,464.747
"And I thought, boom, my moment they got to know I'm through.",464.767,467.37
I can go home now.,467.67,468.331
They know I'm black.,469.592,470.373
They know I'm black now.,470.554,471.775
" And so, on the air one day, I was just remembering this conversation I'd had with these two women, these two petite, older black women, gray hair, coiffed.",473.273,491.105
One had a single strand of pearls.,492.708,494.491
They both had a touch of makeup.,495.694,497.577
 And one of them took me by each hand and she pulled me close and the other leaned in so she could hear.,498.89,504.557
"And she said to me, we are so proud of you.",504.598,512.688
And I got a lump in my throat.,515.692,516.934
And I knew what they meant.,518.155,519.257
"They're looking at me, this young, talented, black woman.",520.038,526.146
 making her mark on this big radio station in St. Louis.,526.295,531.022
But I'm looking at them.,532.004,533.426
They have seen and experienced more than I will ever see or experience or have to see or experience.,533.466,542.46
"I'm looking at history in its face, and I can feel it.",543.402,548.349
"One day we're in this debate on the air,",550.453,553.197
" We were talking about a, it was a controversy.",554.442,556.765
"An organization, one of many, decided to walk out onto the highway, not a road, but the interstate, and stop the traffic and shut it down.",558.186,571.161
They were protesting the lack of minority jobs in construction.,572.402,576.687
And so one of the organizations that was involved,577.868,580.551
" was one I knew of from the time I lived in Kansas City, Missouri.",581.054,584.899
But my co-host at the time had never heard of them.,584.92,587.844
And so he was truly dismissive.,588.585,590.608
And I was truly frustrated.,590.668,593.692
"And I'm thinking, this is a movement moment.",595.655,599.28
This is a moment where you either educate or chastise or enlighten.,600.422,607.392
I think I'm going to do all three.,608.673,609.795
" But I am also thinking, and I am also worried.",612.728,617.214
I'm still kind of new here.,618.215,619.757
I'm still young.,619.777,622.741
I'm a woman.,622.761,624.643
"I'm black, and I'm pregnant.",624.683,627.567
"And I'm worried about the stereotype of the angry black woman, and yet I'm also worried that I don't speak up enough about black issues.",629.55,637.86
I'm thinking all of this.,637.9,639.883
 And I dive right in.,641.703,642.664
"And I said to him, you know they're in the Yellow Pages.",642.684,648.072
You can look them up right now and call them.,649.995,652.358
They've been around for 50 years.,652.378,654.341
"And so we took some calls and we ended that conversation, turned the mics off, and left the studio.",657.025,664.756
"Now just a few weeks ago,",666.658,669.162
 A gentleman came to our house for a service call to repair the windshield of my car.,670.205,675.432
It's right in there in the driveway.,676.634,677.856
I met him outside.,678.277,679.278
"And he said to me, you know, I have a friend who lives over here.",680.7,683.404
And he told me that that news lady lives over here.,684.225,688.351
Do you know her?,691.215,692.016
"And I said, pausing.",695.902,698.946
 feeling pride and trepidation.,699.82,702.082
"And I said, well, I am that woman.",702.122,709.289
You are?,710.27,710.711
I'm Carol Daniel.,710.751,712.753
And there it is again.,714.454,715.375
He's looking at me.,715.435,718.038
He's sizing me up.,719.539,721.061
He sized me up in my driveway.,721.942,725.565
"And I thought,",727.867,728.528
 Did he think I was white?,730.381,731.382
Is he surprised now to find that I'm black?,733.564,735.365
"And I thought, the debate, apparently the debate is still there in some form or fashion.",738.288,747.056
I am not at all sure I can ever really do anything about it.,748.217,752.56
There's a lot more at stake.,754.302,756.104
There's a lot more to juggle in my life.,756.824,760.067
 There's a lot more weight in my life.,761.33,763.492
I just try to not let it weigh me down.,764.694,767.097
But this I know.,770.18,770.941
I deserve to be here.,770.961,774.525
I deserve this job.,776.167,778.61
And I don't have this job because I sound white.,782.134,786.038
 I have this job because I am good at what I do.,787.283,791.43
Thank you.,792.8,793.041
