text,start,end
I'm looking for interns and she sounds like a catch.,755.768,758.532
 Here is your lunch.,765.194,765.995
Leftovers in blue Tupperware.,766.556,768.058
"We're postponing our lives, Gary.",768.359,770.102
What about getting a job?,770.382,771.604
"Between looking for keys and slipping on flip-flops, Gary sets the Tupperware on the mail table and forgets it.",772.225,777.833
She doesn't remind him.,778.615,779.696
The door closes.,780.177,781.159
She stares at it.,781.419,782.541
"Next to the Tupperware, she sees the envelope from American Express, Gary's business account.",783.482,788.67
 She takes his lunch and tosses it in the trash.,788.785,791.107
Whole Tupperware.,791.408,792.169
Then picks it out.,792.209,793.65
Opens it.,794.191,794.691
Tries it.,795.072,795.632
Cold chili.,796.133,796.894
Her eyes find his wallet right by the couch.,797.654,800.357
$400 for scotch.,801.038,803.08
She shoves chili in her mouth without stopping.,803.781,806.183
Is New York worth the fight?,806.624,808.306
Every bit of bean.,808.906,809.967
Every bit of rice.,810.027,811.289
It's all comfort now.,811.589,812.69
And then it's all guilt.,812.991,815.333
" Across town, Gary sits at his art studio, drawing photo prints, moldy coffee cups.",815.313,820.72
"He knows it's in him, the it, the something, the drive.",821.181,824.866
He sits paralyzed under the light.,824.926,827.509
He's losing her.,827.95,828.831
He is losing his wife.,829.252,830.613
He looks at his phone.,831.214,832.216
"He should call Clara, but he doesn't.",832.816,835.6
 Margaret reenters the apartment in a horrible mood.,841.688,844.292
She can hear loud yelling from the back.,844.753,846.777
Stephen yells at a man.,847.257,848.439
"At 10 o'clock at night, what the hell?",848.46,850.904
The super is fighting with Stephen.,850.964,853.308
There's a horrible leak.,853.508,854.87
The ceiling in Sasha's room is caved in.,854.89,856.954
The super is yelling.,857.635,858.617
No one told him about the damn leak.,858.997,860.68
Stephen's upset there might be asbestos.,861.341,863.465
Sasha seems weirdly amused.,863.946,865.789
" Margaret walks away from this mess and into the living room, pours herself a large glass of red wine.",866.562,872.012
Sasha walks in with a mop.,872.533,874.577
"Margaret turns, glass in hand.",874.597,876.32
How could you not notice a huge leak right over your head?,876.761,880.467
Sasha just shrugs.,881.329,882.371
It's not my fault the building is old.,882.711,884.374
"I'm serious, Sasha.",884.975,885.957
How can you be so checked out?,885.997,888.081
 Sasha's voice is annoyingly calm.,888.196,890.121
"I don't want to pick a fight with you, Margaret.",890.702,892.366
You want to get drunk?,892.627,893.449
Just get drunk.,893.669,894.491
Her stepdaughter looks at her with cold eyes.,895.133,897.157
Where the hell have you been?,897.739,898.781
You've got mustard stains all over your blouse.,899.002,901.368
We were trying to reach you.,902.009,903.252
" When the phone rings, Clara's throwing up.",909.205,911.469
She catches her breath.,912.131,913.113
Make sure to clean everything well.,913.854,915.417
"Underneath the toilet seat, too.",915.998,917.401
Always check that before she calls back.,917.681,920.166
It's her mom.,920.988,921.669
You want me to send you some money?,922.13,923.653
" No, Mama, we're good.",924.224,925.466
Gary got a job yet?,925.506,927.288
He should have stayed designing those greeting cards.,927.608,929.932
He was good at that.,929.992,930.873
I still find them at Walmart.,931.113,932.555
"The way her mom says that, it could be ultimate praise or ultimate scorn.",933.116,937.101
That reminds Clara she has a card to send.,937.602,940.045
It's August 18th.,940.365,941.667
She still remembers the address by heart.,942.067,943.99
Ready for work?,944.671,945.492
"Almost, Mama.",946.393,947.835
 You hold on to that job.,947.815,949.137
A staff job is not easy to get.,949.157,950.84
"I'm really proud of you, baby.",950.88,953.004
You still want the name of that lawyer?,953.024,954.807
Mr. Zimler's the best.,954.827,956.31
He won't overcharge.,956.39,957.412
Clara closes her eyes.,957.993,959.275
"That was one conversation in thousands, but her mom won't forget.",959.916,963.322
I'm not ready to throw away the last ten years of my life.,963.362,966.307
"The moment she snaps, she regrets it.",967.008,969.032
Gary and I are sticking it out.,969.693,971.376
 Stephen can hear their agitated voices full of anger.,976.739,979.582
He tries his best at brokering peace.,979.882,981.845
Can I get you guys water?,982.325,983.526
He calls to the back.,983.767,984.808
He stands in his pajamas by the light of the open fridge.,985.268,988.292
He can hear Margaret's voice rising high.,988.792,991.014
"Sasha, if you're in trouble, you have to tell us.",991.435,994.518
Sasha storms in.,995.279,996.26
Get your wife off my back.,996.861,998.583
"I'll handle it, Maggie.",999.163,1000.705
" There's nothing to handle here, Dad.",1000.685,1002.326
She's just fixating on me.,1002.367,1003.868
My boyfriend just ditched.,1004.288,1005.529
I'm upset.,1005.669,1006.29
I'm simply upset.,1006.39,1007.471
What's wrong with being upset?,1007.711,1009.012
"You're the therapist, no?",1009.073,1010.053
You tell me.,1010.234,1010.834
Is there something wrong if I'm upset?,1010.894,1012.996
She's yelling now.,1013.497,1014.397
Margaret stands by the door.,1014.898,1016.139
"Upset is one thing, she says.",1016.199,1018.081
Stealing pills is another.,1018.221,1019.742
I didn't steal your damn sleeping pills.,1019.762,1022.605
"I am not my mother, okay?",1023.085,1025.007
I don't want to die.,1025.287,1026.308
Do you want me to sign a statement or something?,1026.528,1028.39
I am not my mother.,1028.47,1029.491
I'm not.,1029.551,1030.692
 Stephen moves to hug Sasha.,1030.672,1032.578
Margaret steps back and exits the room.,1033.581,1035.487
She wants to go far away.,1036.53,1038.134
"She takes her violin case, puts it inside the closet, and then she mops the floor.",1038.556,1043.972
" Next time you blink, Clara, you'll be throwing away the last 20 and then 25 years of your life.",1050.23,1054.937
Her mom's voice is flat steel.,1055.438,1057.241
"I love you, Mama, says Clara.",1057.261,1059.925
"When her father died, Gary sat next to her mother for days holding her hand.",1060.647,1064.332
He's better at grieving.,1064.873,1066.035
Ten years together.,1066.556,1067.938
The lawyer's name is John Zimler.,1067.978,1070.182
He's a great divorce lawyer.,1070.222,1071.864
"I'll send you the number, says her mother before she hangs up.",1071.904,1075.41
" In Clara's closet, there's a huge stack of Gary's greeting cards, meticulously drawn, worlds within worlds, creatures of the woods and of the seas, flying, flying.",1075.39,1086.168
She chooses one in shades of purple and green.,1086.849,1089.113
"She writes, Happy 21st birthday, sweetie.",1089.594,1092.138
"Oh, God.",1092.639,1093.18
"She tears up the card, picks up another.",1093.54,1096.285
 Happy 21st birthday!,1096.265,1097.768
She replaces sweetie with a number of exclamation marks.,1097.828,1101.435
"XOs, too.",1102.056,1102.938
"Neutral, yet warm.",1103.399,1104.681
More XOs.,1105.142,1105.984
She doesn't know what else to say.,1106.364,1107.767
Never expects a response.,1107.827,1109.991
"But today, she adds one more line.",1110.552,1112.616
Let me know how you are.,1113.177,1114.32
She regrets it.,1114.38,1116.163
 Stephen comes home for lunch carrying a bunch of colorful foam tubes.,1122.168,1125.733
He uses them to help patients move through aggression.,1126.193,1128.576
We'll have a family session.,1129.237,1130.459
It will help us all loosen up.,1130.519,1131.92
Margaret rolls her eyes.,1132.641,1134.003
There are more pressing issues than foam fights.,1134.344,1136.366
The ceiling leak in Sasha's room has spread.,1136.707,1138.849
The room is a wreck covered in tarps.,1139.15,1141.012
Margaret sets up for Sasha to sleep in the living room.,1141.853,1144.176
" She opens the pull-out couch, uses 800 thread sheets to make it feel nice.",1144.493,1148.94
Stephen just stands at the doorframe eating his lean cuisine from the box.,1150.162,1154.208
"Blood rushes to Margaret's head, and then she says it all in one breath.",1154.809,1158.575
I want to go back to work.,1159.036,1160.138
His eyes get strangely alarmed.,1161.14,1162.862
Did Sasha say anything about you having to go back to work?,1162.882,1166.208
Margaret shakes her head.,1167.149,1168.151
"It's just, without work, I feel old.",1168.211,1170.855
 Why does Stephen seem so relieved?,1171.122,1172.946
She finds herself getting angry.,1173.367,1174.931
There's nothing funny about feeling old.,1174.951,1177.076
Stephen puts down his lunch.,1178.099,1179.422
"To me, you look more striking than ever, he says.",1179.984,1182.69
"Then he waits, and Margaret almost cries because she knows that he means it.",1182.75,1187.983
 Gary is on the attack and she hates him.,1194.207,1196.29
"We came to L.A. because of you, Clara.",1196.952,1199.095
You fucked up and I picked up the pieces.,1199.376,1201.619
You were running away.,1201.88,1202.842
Clara's heart is pounding.,1203.282,1204.665
Don't drag that stuff in.,1205.045,1206.488
"We need income, Gary.",1206.548,1208.852
"So you work harder now, pull more weight, then I will.",1208.892,1213.279
 Fuck you.,1213.259,1214.201
"The words are out now, spite-flying.",1214.221,1216.968
"I am a staff writer, Gary.",1217.289,1218.973
I don't make the big bucks.,1218.993,1220.256
Maybe you should use your talents for something more lucrative.,1221.018,1223.383
"They face off, bitterness nesting.",1223.965,1226.17
He leans close with my kindness.,1226.731,1229.057
 Why don't you want to come back to New York?,1229.037,1230.939
Maybe you'll find a Wall Street man to marry or cheat with.,1230.999,1234.143
"I made one mistake in my life, she hisses, and you won't let me forget.",1235.105,1239.11
Is this the one?,1240.031,1240.872
Is this the fight to undo them?,1241.272,1242.935
You want to go to New York?,1242.975,1244.777
"Go ahead, Gary, she says.",1244.957,1246.579
I'll keep growing up.,1246.88,1247.961
You go ahead and act out.,1248.141,1249.503
He's already left the room as she yells.,1250.284,1251.866
You ask your parents for money if you want to go to New York.,1252.206,1254.689
I'm not paying for any of that.,1255.01,1256.732
" I don't want you to go back to Wall Street, Maggie, says Stephen.",1263.243,1266.17
You need to do something you love.,1266.23,1268.375
I want you to be brave.,1268.596,1269.778
"They're making Sasha's bed on the pull-out couch, new sheets, a festive Indian bedspread.",1269.818,1276.013
Enjoy your music.,1276.053,1277.657
"Relax, he pauses.",1277.757,1279.902
 Let's revisit the child question if you want.,1280.168,1282.451
"You know that ship has sailed, Margaret says simply.",1283.132,1285.756
"She takes out Alexander's card, her voice all business.",1286.237,1289.742
There's an opportunity for Sasha.,1290.323,1292.046
"Alexander Sikora, my old journalist friend, is back in New York.",1292.386,1295.932
Did I ever meet Alexander?,1296.673,1297.995
"I dated him once, she says without meeting his eye.",1298.015,1301.22
He's looking for interns.,1301.62,1302.842
Stephen smiles.,1303.704,1304.745
She'll love it.,1304.785,1305.847
Margaret hands him Alexander's card.,1306.988,1309.332
 Sasha won't call him if she thinks it's my lead.,1309.7,1311.884
Why don't you suggest it?,1312.225,1313.388
"Stephen nods, pulls Margaret close.",1314.249,1316.294
"I will, and then we'll get you a job that you love.",1316.755,1319.861
Margaret looks at her husband of eight years.,1321.124,1323.007
"I really wish we'd had a child when we met, she says quietly.",1323.989,1327.276
I really wish we'd been brave.,1327.296,1329.16
 Clara puts the birthday card in an envelope and walks out into the night.,1335.232,1338.777
What if she kept walking and just ran away?,1339.418,1341.621
The mailbox door creaks and the cool air feels good.,1341.661,1344.906
"Back at the house, Gary's upstairs, left the lights on, their bottles of wine, his and hers.",1345.767,1351.716
"His is done, hers almost.",1352.116,1354.159
"Clara returns to the kitchen, mindless tidying, until she finds their joint Amex card.",1354.84,1360.608
Messy torn envelope among messy papers.,1361.289,1363.973
" The charges are for photographic equipment and new luggage and a ticket, only one ticket, one way to New York, expensive clothes and a fancy hotel in Tribeca.",1363.953,1375.525
It's the price tag that gets her.,1376.288,1378.975
" He sits up in bed, all defenses.",1378.955,1380.958
You've got to spend money to make money.,1381.459,1383.322
But you're not making any money.,1383.662,1385.144
I'll pay for it.,1385.204,1386.667
"Like you said, I'll ask my parents.",1387.067,1388.93
What a mess you've made.,1389.551,1390.933
Stop talking.,1391.013,1392.235
"Just stop talking, Clara.",1392.395,1393.998
She stares at the number.,1394.538,1395.86
"$36,000 in the last two months.",1395.88,1399.145
She feels she can't breathe.,1399.546,1400.848
This is half her salary.,1401.329,1402.971
 Alexander's third martini arrives with dessert.,1408.672,1411.637
He hands Sasha the olives.,1412.158,1413.981
She shakes her head no.,1414.001,1415.063
He acts disappointed.,1415.563,1416.665
I thought you liked risks.,1417.667,1418.849
She likes this man.,1420.091,1421.012
He's fun.,1421.213,1421.734
"So, when do I start?",1422.815,1423.897
"It's funny how you look just like Margaret, he suddenly says.",1424.879,1428.705
 Sasha licks the chocolate off her spoon.,1429.124,1431.269
We all look alike.,1432.311,1433.113
"My mother, me, Margaret.",1433.634,1435.498
Alexander waves for the check.,1436.26,1437.763
"You look like her, but you're nothing like her.",1438.865,1440.93
You're not a girl who likes playing safe.,1441.351,1443.415
"Of course, that can get you in trouble.",1444.377,1446.542
 A shadow crosses her eyes.,1446.522,1448.044
Did my dad tell you why I took a year off?,1448.905,1450.888
I got addicted to prescription pills.,1451.469,1453.852
She holds on to the candle between them.,1454.673,1456.355
"I'm glad you told me, says Alexander.",1456.976,1459.38
I don't believe in lies.,1459.7,1460.902
You tell me a truth then.,1460.962,1463.425
Her voice takes Alexander by surprise.,1464.346,1466.509
"I'd like to show you my apartment, he says.",1467.25,1469.534
Sasha reaches for his martini glass.,1469.594,1472.418
I'll be 21 next month and no one is looking.,1473.078,1475.702
 Thirty-six thousand dollars.,1482.263,1485.351
Clara is scared.,1486.233,1487.336
"She hates Gary, and in a flash she wishes him dead.",1487.857,1490.725
She walks to the living room.,1491.446,1492.71
She should sleep on the couch.,1493.211,1494.454
"Once in New York, when Gary lost their money in the stock market, he slept in the closet.",1495.156,1499.547
" She turns on a light, terrified of being alone, defeated, tormented, pacing, then hating herself more than him.",1499.527,1507.121
"She crawls back to their room in their bed, desperate to recapture his smell.",1507.141,1511.95
"She spoons him, her face in his neck.",1512.612,1515.457
"Gary, please.",1515.477,1516.579
And then his cell rings.,1517.561,1519.645
" When people hear someone has died, they cover their mouths, as if to protect their own breath.",1519.625,1524.512
Gary does that.,1524.992,1525.954
"Oh, my God.",1525.994,1528.177
And that's how she knows.,1528.697,1529.879
"It's Jeannie and Tommy's baby, he says.",1530.78,1533.243
They've found him in his crib.,1533.584,1535.186
He's gone.,1535.667,1536.328
Gary reaches and holds her.,1537.329,1538.691
Clara leans on his chest.,1539.672,1541.194
Gary holds Clara's hand and will not let it go.,1542.035,1545.48
" I'm so glad you're here, he whispers.",1545.46,1547.905
Their palms are sweaty.,1548.506,1549.688
That's how they find comfort.,1550.169,1551.572
Together.,1552.233,1552.694
"In Alexandra's apartment, the bathroom door is all glass.",1558.786,1561.771
Frosted glass.,1562.292,1563.214
Sasha's self-conscious as she locks it behind her.,1564.236,1566.861
" The bathroom, white granite.",1567.162,1568.848
Hasn't been cleaned for a while.,1569.53,1570.954
She puts in her diaphragm.,1571.777,1573.182
Alexandra's shadow stops outside the door.,1573.764,1576.011
Red or white?,1576.673,1577.897
" She tries to think of something sassy, but says, Red, thanks, then adds, My own glass.",1578.029,1582.836
"The sex is violent, harsh.",1584.158,1585.941
"Getting too old for this, he sucks in his breath.",1586.842,1589.246
"In the darkness, he whispers, You've got this strange power.",1590.287,1594.013
"You make me do things, admit things.",1594.433,1596.677
Maybe you know.,1597.318,1598.059
She shrugs in the dark.,1598.099,1599.921
You don't know?,1600.703,1601.364
"Margaret and I, we were lovers.",1601.404,1604.408
 Who ended it?,1605.248,1605.969
"She did, he says.",1607.011,1608.132
She was about to marry your dad.,1608.192,1610.436
I was jealous.,1610.596,1611.277
The richness of silence.,1612.639,1614.142
"She moves on him slow, as if doing nothing, until he can't help but moan, not thinking, just moving, relentless, triumphant.",1614.963,1624.978
 Gary chooses a gorgeous funeral wreath.,1630.679,1632.922
"All orchids, all elegance.",1633.442,1635.285
"Clara doesn't ask about the price, nodding yes, of course, the best for their friends.",1635.845,1640.21
How does a baby die?,1640.971,1642.233
"When you're not looking, babies die.",1642.273,1644.756
"At church, the congregation is numb.",1644.776,1647.479
"Grad students, pulled from their studios, rub swollen eyes.",1647.74,1651.043
There's no one to blame in a crib death.,1651.444,1653.426
The service is short.,1654.047,1655.128
"Clara keeps looking at Jeannie, so frail she could break.",1655.549,1658.853
Her family holds her.,1659.293,1660.635
 Tommy doesn't.,1660.615,1661.756
"Gary holds on to Tommy, leads the pack of bereaved friends to a bar.",1662.317,1666.081
He's arranged for them to take over the back.,1666.622,1668.524
"Clara looks at him, proud.",1669.005,1670.586
"In this alternate universe, her husband's a leader, getting things done.",1671.247,1674.711
"Gary's hand on her arm, her pride rising.",1675.372,1678.555
And then he puts everyone's drinks on their card.,1678.595,1682.64
" She looks at him, but everyone's looking too, so she smiles.",1682.62,1685.885
"He keeps hugging his friends, waving at grief like a column of smoke.",1686.426,1689.991
"No one knows what to say, so everyone drinks.",1690.512,1693.016
Clara has lost track of time.,1693.517,1695.099
