text,start,end
 a chance to create his own site-specific piece downtown in New York we'll see Clara says she,368.06,374.99
 hates Gary for making her the killjoy. She takes out more bottles of wine from the cupboard.,375.09,379.99
" People pat her on the back. You must be so proud of him, Clara. She doesn't care anymore how much",380.57,386.16
" wine she'll serve. At least one bottle per person these days. Inside the cab, Margaret holds on to",386.16,397.84
" her violin case. All the way down Columbus, okay? She gives the instructions in a pleasant, stiff",397.84,403.83
 voice and pulls out her cell. She cancels her violin lesson. The cab driver's eyes keep checking,403.93,410.51
" her out. She pauses, hits voicemail. Alexandra's accent purrs in her ear. He's waiting for her.",410.51,417.95
" So what's eating you, princess? asks the cab driver. He's sick. His turban blocks her view",418.73,424.0
" of the asphalt. Whatever it is, tell your husband. Don't keep the stuff in. That's what gives people",424.0,429.91
 cancer. Alexander's name vibrates on her phone. Margaret texts him instead. I'm running a few,430.01,436.71
" minutes late. The eyes of the cab driver is still there in the mirror. Do you have children,",436.71,442.15
" princess? She shakes her head no without thinking, and then she's terrified by what she's done,",442.27,447.53
" denying Sasha's existence. But it's too late to undo it. You look like someone who should,",447.57,453.53
" says the cab driver, and is quiet the rest of the way. She pays with a twenty as they pull by the",453.69,459.41
" fountain and hates herself because, as if to prove him right, she overtips. No art residencies for us,",459.51,472.7
" Jeannie laughs and nods at the gurgling boy on her lap. Tommy struts in, dangling his scotch by his",472.7,478.54
" crotch. He holds a cracker piled with overripe brie and jelly, shoves it in his wife's mouth.",478.54,484.83
 She thankfully chews like a chipmunk. His black faded t-shirt walks towards the kitchen. I'm an,484.83,491.45
" existentialist fatalist, it boasts. Then he ducks. The congratulations sign still hits him on the",491.53,497.55
" back. One more, Tommy, please. She's never losing the baby weight that way, Clara thinks. But who",497.55,504.69
 the fuck cares? She's young. Clara looks at the baby who's drooling over his hands and walks out,504.69,510.02
" of the room. How could you do this to me, Clary hisses at Gary. When did you find out about New",510.02,515.34
" York? When did you even apply? Anger and humiliation are drowning her breath, and probably a touch",515.34,521.35
" too much wine. But Gary is giddy and thrilled and sees nothing wrong with their lives. Baby,",521.47,527.65
" be proud, he laughs. It's just for a year. We'll work it out. And what is so sad, he really believes",527.65,534.45
 this. Alexander and Margaret walk down Broadway. Margaret feels beautiful. I quit my Wall Street,534.45,547.01
" job three months ago. I'm taking violin lessons for fun, she adds. Alexander doesn't respond.",547.01,553.58
 And Stephen took early retirement.,553.88,555.72
 He did very well with investments.,556.36,557.74
" She can hear the pride in her voice, and she stops.",558.84,561.16
" Praising your private life to a lover, even a former lover, feels wrong.",561.8,565.36
 But she's doing it.,565.9,566.94
 Stephen's a therapist now.,567.7,568.96
 Alexander laughs.,570.34,570.84
 An ex-banker who listens to people's pain for a hobby.,571.54,574.17
 I thought you wanted a kid.,574.17,576.28
 Isn't that why you married?,576.46,577.5
 She's quiet for a second.,578.3,579.54
 Sasha's been a bit of a handful.,579.9,582.44
" When she says it, it feels lame.",583.34,585.06
" She took a year off, did some great journalism in West Africa,",585.74,588.82
 but after she came back...,588.84,590.78
 Alexander stops in front of a storefront.,590.9,593.42
 He's not paying attention.,593.44,594.52
 Margaret braces herself.,595.38,596.42
 Why did you call me? she asks.,597.52,599.1
" He turns, smiles at her.",599.82,601.84
" She's scared to say more, and somehow she's also excited.",602.38,606.04
 Margaret's phone vibrates in her purse.,606.88,608.98
" She knows it's Stephen, and she doesn't look.",609.64,612.64
" I don't want to go back to New York, Clara says quietly.",619.68,622.6
 The dishes from last night are still in the sink.,622.84,625.46
 Gary has a meeting with his advisors to discuss the internship.,625.96,629.12
" Of course he's late, and now the dishes won't be done until this evening.",629.92,633.22
" Crusted chili, soap, bubbles, scrub.",633.78,636.66
" She's shopped and cooked and served, and now dishes again.",637.18,639.88
" I'll do them later, Clara.",640.54,641.88
" Don't fuss, Gary says as he flips over Tupperware, newspapers looking. You've seen my wallet? How",642.04,649.0
" long is this internship, Gary? September to June? Without getting paid? I can't afford to float this",649.0,656.14
" whole place by myself. Gary heads to the door. I'm sure you can be a journalist in New York too,",656.14,662.18
 but she just signed her contract here and he knows it. We should have talked this move through,662.82,668.28
" before you applied, he laughs. You would have talked me out of it. For a moment, he looks like",668.36,674.08
" a boy, getting caught and standing up in defiance, almost charming, but he's 35. What's good for me,",674.08,681.26
" Clara, is also good for us. That certainly used to be true. Is it now? Alexander pays for their",681.26,694.32
 hot dogs with crumpled up dollar bills he pulls out of his pocket. New York is the best. I'm so,694.32,699.38
 glad to be back. The last eight years have been good to him. He still has a cat in his step.,699.48,704.68
" My new apartment looks great, Maggie, he says. You'll see. I'll bet you'll want to move in.",705.52,710.2
 Is this a come online? She catches a glimpse of herself in a window and is suddenly aware she,710.92,716.06
" should have colored her hair. New York is very glad you're back, she says. The hot dog mustard",716.06,721.48
" drips on her blouse. Alexander clears it, licks his finger and smiles. His eyes land on hers as",721.48,728.34
" she waits for his words. I need you to connect me with your former colleagues on Wall Street,",728.46,733.2
 he says. We're working on a major piece on international corruption. It's Pulitzer-worthy.,733.46,738.26
 Margaret is so aware of her aging neck. That's why he called. A little networking opportunity.,739.28,744.58
 That's what this meeting is. She touches her neck. She wants to protect herself. She wants to hide.,745.18,751.06
" Alexander hands Margaret his card. Have Sasha call me, he says. I'm looking for interns and",752.04,757.04
 she sounds like a catch. Here is your lunch. Leftovers in blue Tupperware. We're postponing,757.14,768.92
" our lives, Gary. What about getting a job? Between looking for keys and slipping on flip-flops,",768.92,774.64
 Gary sets the Tupperware on the mail table and forgets it. She doesn't remind him. The door,774.64,780.29
" closes. She stares at it. Next to the Tupperware, she sees the envelope from American Express,",780.29,786.37
 Gary's business account. She takes his lunch and tosses it in the trash. Whole Tupperware.,786.63,791.99
" then picks it out, opens it, tries it. Cold chili. Her eyes find his wallet right by the couch.",792.09,800.07
 $400 for scotch. She shoves chili in her mouth without stopping. Is New York worth the fight?,800.95,808.09
" Every bit of bean, every bit of rice. It's all comfort now and then it's all guilt. Across town",808.69,816.09
" Gary sits at his art studio, drawing photo prints, moldy coffee cups. He knows it's in him, the it,",816.23,822.75
" the something, the drive. He sits paralyzed under the light. He's losing her. He is losing his wife.",822.75,830.35
" He looks at his phone. He should call Clara, but he doesn't. Margaret re-enters the apartment in a",830.59,843.34
 horrible mood. She can hear loud yelling from the back. Stephen yells at a man. At 10 o'clock at,843.34,849.61
 night. What the hell? The super is fighting with Stephen. There's a horrible leak. The ceiling in,849.75,855.47
" Sasha's room is caved in. The super is yelling, no one told him about the damn leak. Stephen's upset",855.47,861.93
 there might be asbestos. Sasha seems weirdly amused. Margaret walks away from this mess and,862.01,868.31
" into the living room, pours herself a large glass of red wine. Sasha walks in with a mop. Margaret",868.31,874.69
" turns, glass in hand. How could you not notice a huge leak right over your head? Sasha just shrugs.",874.81,882.19
" It's not my fault the building is old. I'm serious, Sasha. How can you be so checked out?",882.63,887.33
" Sasha's voice is annoyingly calm. I don't want to pick a fight with you, Margaret. You want to get",888.19,892.88
 drunk? Just get drunk. Her stepdaughter looks at her with cold eyes. Where the hell have you been?,892.88,898.65
 You've got mustard stains all over your blouse.,898.75,901.17
 We were trying to reach you.,901.89,902.99
" When the phone rings, Clara's throwing up.",909.11,911.39
 She catches her breath.,912.03,912.91
 Make sure to clean everything well.,913.75,915.21
" Underneath the toilet seat, too.",915.83,917.18
 Always check that before she calls back.,917.18,919.95
 It's her mom.,920.71,921.43
 You want me to send you some money?,922.01,923.21
" No, Mama, we're good.",924.13,925.31
 Gary got a job yet?,926.05,927.1
 He should have stayed designing those greeting cards.,927.1,929.7
 He was good at that.,929.7,930.75
 I still find them at Walmart.,931.03,932.19
" The way her mom says that, it could be ultimate praise or ultimate scorn.",932.39,936.91
 That reminds Clara she has a card to send.,937.53,939.79
 It's August 18th.,940.27,941.67
 She still remembers the address by heart.,941.95,943.75
 Ready for work?,944.55,945.29
" Almost, Mama.",945.89,946.95
 You hold on to that job.,947.85,948.78
 A staff job is not easy to get.,948.78,950.67
" I'm really proud of you, baby.",951.33,952.75
 You still want the name of that lawyer?,953.23,954.57
 Mr. Zimler's the best.,954.57,956.09
 He won't overcharge.,956.19,957.15
 Clara closes her eyes.,957.85,959.11
 That was one conversation in thousands.,959.81,961.53
 but her mom won't forget. I'm not ready to throw away the last 10 years of my life.,961.67,966.11
" The moment she snaps, she regrets it. Gary and I are sticking it out.",966.67,971.11
 Stephen can hear their agitated voices full of anger. He tries his best at brokering peace.,976.67,981.61
 Can I get you guys water? He calls to the back. He stands in his pajamas by the light of the open,982.25,987.44
" fridge. He can hear Margaret's voice rising high. Sasha, if you're in trouble, you have to tell us.",987.44,994.41
 Sasha storms in.,995.03,996.15
 Get your wife off my back.,996.75,998.35
" I'll handle it, Maggie.",998.97,1000.11
" There's nothing to handle here, Dad.",1000.69,1002.04
 She's just fixating on me.,1002.04,1003.74
 My boyfriend just ditched.,1003.74,1005.4
 I'm upset.,1005.4,1005.99
 I'm simply upset.,1006.17,1007.03
 What's wrong with being upset?,1007.63,1008.75
" You're the therapist, no?",1008.99,1009.89
 You tell me.,1009.91,1010.73
 Is there something wrong if I'm upset?,1010.73,1012.69
 She's yelling now.,1013.39,1014.29
 Margaret stands by the door.,1014.77,1015.99
" Upset is one thing, she says.",1016.49,1017.91
 Stealing pills is another.,1017.97,1019.51
 I didn't steal your damn sleeping pills.,1020.17,1022.39
" I am not my mother, okay? I don't want to die. Do you want me to sign a statement or something? I am",1022.51,1028.53
 not my mother. I'm not. Stephen moves to hug Sasha. Margaret steps back and exits the room.,1028.53,1035.33
" She wants to go far away. She takes her violin case, puts it inside the closet, and then she",1036.37,1042.65
" mops the floor. Next time you blink, Clara, you'll be throwing away the last 20 and then 25 years of",1042.65,1054.23
" your life. Her mom's voice is flat steel. I love you, Mama, says Clara. When her father died,",1054.35,1061.39
 Gary sat next to her mother for days holding her hand. He's better at grieving. Ten years together.,1061.43,1067.63
" The lawyer's name is John Zimler. He's a great divorce lawyer. I'll send you the number,",1068.55,1072.64
" says her mother before she hangs up. In Clara's closet, there's a huge stack of Gary's greeting",1072.64,1078.55
" cards, meticulously drawn. Worlds within worlds, creatures of the woods and of the seas, flying,",1078.65,1084.87
" flying. She chooses one in shades of purple and green. She writes, happy 21st birthday, sweetie.",1085.05,1091.83
" Oh, God. She tears up the card, picks up another. Happy 21st birthday. She replaces sweetie with a",1092.45,1099.47
" number of exclamation marks. Exos, too. Neutral, yet warm. More exos. She doesn't know what else",1099.47,1107.15
 to say. Never expects a response. But today she adds one more line. Let me know how you are.,1107.25,1114.15
 She regrets it. Stephen comes home for lunch carrying a bunch of colorful foam tubes.,1115.09,1125.46
 He uses them to help patients move through aggression. We'll have a family session. It,1126.08,1130.49
 will help us all loosen up. Margaret rolls her eyes. There are more pressing issues than foam,1130.49,1135.71
 fights. The ceiling leak in Sasha's room has spread. The room is a wreck covered in tarps.,1135.71,1140.9
 Margaret sets up for Sasha to sleep in the living room.,1141.52,1143.96
" She opens the pull-out couch, uses 800 thread sheets to make it feel nice.",1144.48,1148.72
 Stephen just stands at the doorframe eating his lean cuisine from the box.,1150.04,1153.96
" Blood rushes to Margaret's head, and then she says it all in one breath.",1154.68,1158.26
 I want to go back to work.,1158.26,1159.92
 His eyes get strangely alarmed.,1161.0,1162.72
 Did Sasha say anything about you having to go back to work?,1163.56,1165.96
 Margaret shakes her head.,1167.0,1167.98
" It's just, without work, I feel old.",1168.42,1170.16
 Why does Stephen seem so relieved?,1171.02,1172.58
 She finds herself getting angry.,1173.26,1174.67
 There's nothing funny about feeling old.,1174.67,1176.9
 Stephen puts down his lunch.,1177.96,1179.24
" To me, you look more striking than ever, he says.",1179.86,1182.54
" Then he waits, and Margaret almost cries,",1183.12,1185.52
 because she knows that he means it.,1185.66,1187.8
" Gary is on the attack, and she hates him.",1194.14,1196.2
" We came to L.A. because of you, Clara.",1196.86,1198.81
" You fucked up, and I picked up the pieces.",1198.81,1201.38
 You were running away.,1201.8,1202.62
 Clara's heart is pounding.,1203.18,1204.26
 Don't drag that stuff in.,1204.5,1206.38
" We need income, Gary.",1206.96,1208.44
" So you work harder now, pull more weight, then I will.",1209.34,1212.54
 Fuck you.,1213.24,1214.04
" The words are out now, spite flying.",1214.56,1216.68
" I am a staff writer, Gary.",1216.8,1218.68
 I don't make the big bucks.,1218.68,1219.94
 Maybe you should use your talents for something more lucrative.,1220.84,1223.14
" They face off, bitterness nesting.",1223.86,1225.94
 He leans close with my kindness.,1226.62,1228.24
 Why don't you want to come back to New York?,1229.2,1230.75
 Maybe you'll find a Wall Street man to marry or cheat with.,1230.75,1233.96
" I made one mistake in my life, she hisses, and you won't let me forget.",1234.46,1238.86
 Is this the one? Is this the fight to undo them?,1239.88,1242.84
" You want to go to New York? Go ahead, Gary, she says.",1243.66,1246.4
 I'll keep growing up. You go ahead and act out.,1246.42,1249.32
 He's already left the room as she yells.,1250.18,1251.74
 You ask your parents for money if you want to go to New York.,1252.1,1254.51
 I'm not paying for any of that.,1254.51,1256.34
" I don't want you to go back to Wall Street, Maggie, says Stephen.",1262.89,1265.92
 You need to do something you love. I want you to be brave.,1266.68,1269.42
" They're making Sasha's bed on the pull-out couch, new sheets, a festive Indian bedspread.",1270.12,1275.82
" Enjoy your music. Relax, he pauses. Let's revisit the child question if you want.",1276.48,1282.3
" You know that ship has sailed, Margaret says simply. She takes out Alexander's card,",1283.04,1287.76
" her voice all business. There's an opportunity for Sasha. Alexander Sikora, my old journalist",1288.42,1294.28
" friend is back in New York. Did I ever meet Alexander? I dated him once, she says without",1294.38,1300.18
 meeting his eye. He's looking for interns. Stephen smiles. She'll love it. Margaret hands him,1300.18,1307.71
 Alexander's card. Sasha won't call him if she thinks it's my lead. Why don't you suggest it?,1307.71,1313.3
" Stephen nods, pulls Margaret close. I will, and then we'll get you a job that you love.",1314.16,1319.6
 Margaret looks at her husband of eight years.,1320.32,1322.78
" I really wish we'd had a child when we met, she says quietly.",1323.82,1326.84
 I really wish we'd been brave.,1327.5,1328.82
 Clara puts the birthday card in an envelope and walks out into the night.,1335.19,1338.59
 What if she kept walking and just ran away?,1339.31,1341.37
 The mailbox door creaks and the cool air feels good.,1341.65,1344.71
" Back at the house, Gary's upstairs, left the lights on,",1345.61,1349.07
" their bottles of wine, his and hers.",1349.15,1351.43
" His is done, hers almost.",1351.43,1353.67
" Clara returns to the kitchen, mindless tidying, until she finds their joint Amex card.",1354.53,1360.33
 Messy torn envelope among messy papers.,1361.13,1363.31
 The charges are for photographic equipment and new luggage and a ticket.,1364.19,1368.95
" Only one ticket, one way to New York.",1369.31,1371.23
 Expensive clothes and a fancy hotel in Tribeca.,1371.99,1375.27
 It's the price tag that gets her.,1375.93,1377.73
" He sits up in bed, all defenses.",1378.99,1380.51
 You've got to spend money to make money.,1380.91,1383.15
 But you're not making any money.,1383.59,1384.97
 I'll pay for it.,1385.61,1386.63
" Like you said, I'll ask my parents.",1386.95,1388.63
 What a mess you've made.,1389.43,1390.73
 Stop talking.,1391.35,1391.97
" Just stop talking, Clara.",1392.27,1393.63
 She stares at the number.,1394.39,1395.65
" $36,000 in the last two months.",1396.31,1398.95
 She feels she can't breathe.,1399.39,1400.57
 This is half her salary.,1401.13,1402.43
 Alexander's third martini arrives with dessert.,1408.65,1411.27
 He hands Sasha the olives.,1412.05,1413.37
 She shakes her head no.,1413.91,1414.77
 Piac's disappointed.,1415.49,1416.23
 I thought you liked risks.,1417.47,1418.53
 She likes this man.,1419.97,1420.85
 He's fun.,1420.89,1421.49
" So, when do I start?",1422.69,1423.65
" It's funny how you look just like Margaret, he suddenly says.",1424.75,1427.79
 Sasha licks the chocolate off her spoon.,1429.11,1431.05
 We all look alike.,1432.05,1432.94
" My mother, me, Margaret.",1432.94,1435.21
 Alexander waves for the check.,1436.53,1437.51
" You look like her, but you're nothing like her.",1438.65,1440.83
 You're not a girl who likes playing safe.,1441.25,1443.15
" Of course, that can get you in trouble.",1443.95,1445.69
 A shadow crosses her eyes.,1446.59,1447.89
 Did my dad tell you why I took a year off?,1448.83,1450.75
 I got addicted to prescription pills.,1451.33,1453.61
 She holds on to the candle between them.,1454.37,1456.25
" I'm glad you told me, says Alexander.",1456.89,1459.03
 I don't believe in lies.,1459.49,1460.67
" You tell me a truth, then.",1462.03,1463.33
 Her voice takes Alexander by surprise.,1464.17,1466.09
" I'd like to show you my apartment, he says.",1467.11,1469.33
 Sasha reaches for his martini glass.,1470.13,1472.11
 I'll be 21 next month and no one is looking.,1472.49,1475.29
 Thirty-six thousand dollars.,1482.07,1484.93
 Clara is scared.,1486.13,1487.03
 She hates Gary.,1487.75,1488.47
" And in a flash, she wishes him dead.",1488.51,1490.49
 She walks to the living room.,1491.31,1492.53
 She should sleep on the couch.,1493.07,1494.21
" Once in New York, when Gary lost their money in the stock market, he slept in the closet.",1494.95,1498.99
" She turns on a light, terrified of being alone.",1499.93,1502.47
" Defeated, tormented, pacing, then hating herself more than him.",1502.61,1506.99
" She crawls back to their room in their bed, desperate to recapture his smell.",1507.09,1511.67
" She spoons him, her face in his neck.",1512.49,1514.91
" Gary, please.",1515.37,1516.09
 And then his cell rings.,1517.43,1518.47
" When people hear someone has died, they cover their mouths,",1519.47,1522.23
 as if to protect their own breath.,1522.71,1524.23
 Gary does that.,1524.95,1525.81
" Oh, my God.",1526.83,1527.87
 And that's how she knows.,1528.49,1529.65
" It's Jeannie and Tommy's baby, he says.",1530.49,1533.05
 They've found him in his crib.,1533.13,1534.91
 He's gone.,1535.57,1536.07
 Gary reaches and holds her.,1536.93,1538.57
 Clara leans on his chest.,1539.53,1540.85
 Gary holds Clara's hand and will not let it go.,1541.93,1544.55
" I'm so glad you're here, he whispers.",1545.49,1547.63
 Their palms are sweaty.,1548.43,1549.43
 That's how they find comfort.,1550.09,1551.21
 Together.,1552.19,1552.37
" In Alexandra's apartment, the bathroom door is all glass.",1558.59,1561.45
 Frosted glass.,1562.17,1562.87
 Sasha's self-conscious as she locks it behind her.,1564.09,1566.43
" The bathroom, white granite.",1566.43,1568.73
 Hasn't been cleaned for a while.,1569.43,1570.75
 She puts in her diaphragm.,1571.21,1573.07
 Alexandra's shadow stops outside the door.,1573.69,1575.85
 Red or white?,1576.55,1577.17
" She tries to think of something sassy but says,",1577.95,1579.81
" Red, thanks, then adds,",1579.81,1581.56
 My own glass.,1581.56,1582.55
" The sex is violent, harsh.",1583.81,1585.67
" Getting too old for this, he sucks in his breath.",1586.71,1589.05
" In the darkness, he whispers,",1590.15,1591.37
 You've got this strange power.,1592.17,1593.83
" You make me do things, admit things.",1594.35,1596.45
 Maybe you know.,1597.13,1597.87
 She shrugs in the dark.,1598.59,1599.69
 you don't know margaret and i we were lovers who ended it she did he says she was about to marry,1599.81,1609.48
 your dad i was jealous the richness of silence she moves on him slow as if doing nothing until,1609.48,1618.26
 he can't help but moan not thinking just moving relentless triumphant gary chooses a gorgeous,1618.26,1631.82
" funeral wreath. All orchids, all elegance. Clara doesn't ask about the price, nodding yes, of course,",1631.96,1638.55
" the best for their friends. How does a baby die? When you're not looking, babies die. At church,",1638.55,1645.8
" the congregation is numb. Grad students, pulled from their studios, rub swollen eyes. There's no",1645.8,1651.68
" one to blame in a crib death. The service is short. Clara keeps looking at Jeannie, so frail she could",1651.7,1658.3
" break. Her family holds her. Tommy doesn't. Gary holds on to Tommy, leads the pack of bereaved",1658.36,1664.91
" friends to a bar. He's arranged for them to take over the back. Clara looks at him, proud. In this",1664.91,1671.31
" alternate universe, her husband's a leader, getting things done. Gary's hand on her arm, her pride",1671.31,1677.59
" rising, and then he puts everyone's drinks on their card. She looks at him, but everyone's looking too,",1677.59,1684.5
" so she smiles. He keeps hugging his friends, waving at grief like a column of smoke. No one knows what",1684.64,1690.88
" to say, so everyone drinks. Clara has lost track of time. Her phone rings, a call from her mom.",1690.88,1697.62
" She ignores it. The pull-out couch covered with the Indian bedspread is empty. It's 2 a.m., then 3,",1698.1,1710.85
 then 3.30. Margaret keeps sight-reading Bach's second violin concerto. Stephen walks out of,1711.37,1717.37
 their bedroom. Do you know where she is? I can't sleep. He looks so distraught. I always miss the,1717.43,1723.67
" signs, says Stephen. I don't listen until it's too late and then something horrible happens.",1723.67,1728.23
" Margaret closes her score. I'll wait up for her. But I always turn Sasha over to you, to her mom,",1729.29,1735.45
" to a nanny. She's almost 21, Margaret says quietly. The hard job is done. Stephen holds on to her.",1735.45,1742.95
 It's not just the boyfriend that has her messed up.,1743.79,1746.57
 She saw my bank statement.,1747.23,1748.41
 Margaret's blood leaves her body.,1749.35,1751.31
 Are we broke?,1752.29,1752.97
 We're not doing great.,1753.89,1755.05
" She waits for him to continue, but he doesn't.",1756.05,1758.23
" I need one of your sleeping pills, he says.",1759.27,1761.13
 Margaret reaches for his hand.,1762.37,1763.75
" Money comes, money goes, she says.",1764.55,1766.88
 We're both young.,1766.88,1768.33
" We can work, he looks at her.",1768.73,1770.91
 He doesn't feel young.,1771.89,1772.85
" but he's grateful. The bar is half dark, stinks of grief, sweat, and wine. Gary deserves so much",1773.13,1785.67
" better than you, Tommy's yelling at Clara. Why is Tommy yelling at her? You look through his mail,",1785.67,1791.42
" and you nag, and you make him feel small. Tommy's drunk and so angry his spit lands on Clara's black",1791.42,1797.59
" dress. What do you want from me, Tommy? He's up in her face. What do I want? She pushes him back",1797.59,1804.34
 with all of her strength. Tommy falls on the chairs and everyone screams. I want my child back.,1804.46,1810.1
 That's what I want. The crowd gathers around him. Clara finds Gary at the other end of the bar.,1810.14,1816.4
" She's shaking. He hasn't noticed a thing. Jeannie has. Please forgive him, Clara. I'm so sorry,",1816.88,1823.98
" says Clara. You can't save the ones that you love, Jeannie says, and she leaves. Gary drives them",1824.42,1831.58
" home, taking the turn off the highway so sharp she thinks he'll kill them. He's drunk. His eyes",1831.66,1836.64
" are half closed. After the car screeches back in control, Gary says just one line. Do you think",1836.64,1843.5
" they'll make it? At 3.30 a.m., Sasha wakes up feeling pain, jolted, forced. Alexander pushes",1843.5,1857.0
" her down. He wants flesh. When she lets him, he hisses. You are into danger. Maggie's right.",1857.02,1863.58
 What the fuck?,1864.32,1865.44
 She pushes him off her.,1866.28,1867.39
 Her fury overpowers his mass.,1867.39,1869.52
 You gossiped about me?,1869.9,1871.26
" In the glare of the lights, he looks flabby, unkempt.",1872.14,1875.04
 You take all your ex-lover's daughters to bed.,1875.62,1877.68
 Margaret isn't your mother.,1878.24,1879.42
 Don't get all hysterical.,1879.42,1880.74
 He pulls a towel around him.,1881.54,1883.04
 You should go.,1883.66,1884.19
 I'm not feeling well.,1884.19,1885.19
 He walks to the bathroom and locks it.,1885.19,1887.6
