text,start,end
 So my plan for beating Vince Mutorelli is to just stick close over three laps.,416.0,421.0
 And then get on his shoulder for the fourth lap.,421.94,424.48
 to somehow get to the back stretch,425.08,426.58
 and then fight him down the home stretch.,427.2,428.84
" And when you get to the last lap in a track race,",429.7,431.66
 the official rings a bell.,432.5,434.43
" So when Peter Allen and I reach the bell lap,",434.45,437.27
 I am on his shoulder.,437.93,439.39
 And that is just shocking to the crowd.,439.85,442.37
" But everyone knows that La Machine,",443.03,445.17
 he's just toying with me.,445.29,446.57
 He can just pull away at any time.,446.57,448.41
 But he doesn't.,449.49,450.25
 I stay with him around the curve.,450.59,452.89
 and now we're pounding it out down the back stretch.,453.03,456.09
 And the crowd is getting excited.,456.71,458.03
" I'm right next to him and he shoots me this look like,",458.69,461.33
" hey, who are you?",462.15,463.85
 And he pulls away to a five-yard lead.,466.07,468.01
" And I think to myself, oh, really?",468.03,469.69
" After all this work, you just pull away.",470.85,472.8
 This is how I lose.,472.8,473.69
 And then I see him.,474.57,476.35
 He chops his stride. He's tired.,477.24,479.08
 So I bring myself back even with him,479.84,482.76
" And we go through the final curve, and then we hit the back stretch, the home stretch, stride for stride.",482.82,489.64
" And now the crowd is on its feet, and people are screaming.",490.04,493.11
 And I even pull out to a little lead.,493.11,495.68
" And then he gets even, and he passes me.",496.34,499.48
 And somehow I will myself next to him again.,500.24,503.58
" And he looks at me again like, no, really, who are you?",503.6,507.14
" We're 10 feet from the line, 5 feet.",508.71,511.07
" we lean, I win",511.67,515.11
 and a few weeks later,517.09,517.93
 he and I will match up again,517.93,519.75
 in another race just like this,519.75,521.53
 at a much bigger meet called the Penn Relays,521.97,524.02
 and he will bury me,524.02,525.29
 but on this day,526.71,527.67
 I win,528.86,529.36
 why?,530.98,531.18
 I think it's because of something,533.32,535.5
 I got from my mom,535.5,537.59
 it's really the thing I value most,537.59,539.44
 I think I inherited,539.44,541.5
 just a fraction,542.52,543.28
 of her toughness,544.58,545.64
 of her high-bridge,547.05,548.01
 blogs.,548.05,548.91
