text,start,end
"It's an evening the one without the umbrellas tells his friend I'm gonna go back and get my umbrella because it's raining and then so he leaves and Again, it's kind of unclear exactly what happens, but the friend is waiting for a while we couldn't see that because he checks his watch a couple times and then the guy the",232.092,253.8
" The same bottle that the man had earlier with the pills in it, that appears again and we assume that the guy who walked away supposedly to get an umbrella took this pill and then died.",254.354,270.873
"Then there is another scene with two, it looks like it's in a club or something.",270.893,277.721
There's a bar.,277.821,278.662
"A woman walks out of the club dance floor area and says to a man,",279.142,284.108
" Hey, she's still dancing, if you can call it that.",284.459,286.942
"And then, these two, or, actually that's, just kidding, that's the end of those two characters.",287.883,297.496
"And then, we see the woman, assuming she's the one that those two characters are talking about, and she has, she also has these pills and takes one out of the same vial again.",297.516,313.437
" And instead, I believe then we go to a panel.",313.805,324.558
It looks like a press conference.,325.94,327.402
"And we're not sure exactly who the characters are on the panel, but they seem to be some sort of public safety police chief kind of figures.",327.422,336.353
And there's pictures of the three suicide victims.,337.194,343.322
 as a backdrop.,343.522,345.224
There's a man and a woman who are really speaking or who are important in the scene.,345.885,350.452
The man is mostly talking.,350.532,351.814
"He's saying things like, these suicides are definitely linked.",352.354,358.403
It was the same poison that killed all of them.,358.563,362.068
He does say some things though.,363.71,367.095
"He says, I believe, like we have our best people on the team and that",367.175,371.942
 everyone in the room gets a text that just says wrong that's a wrong question or exclamation mark and then later he says um oh later there's a woman in the audience who asks if these suicides are linked how do we know they're not murder and then the the man responds saying well they're obviously suicides just the manner like the pills were obviously self-administered and then he says like,372.344,395.668
" In short, or the woman asks, like, how can we prevent this from happening?",396.425,400.749
"And he almost brushes it off saying, well, don't commit suicide.",400.81,405.154
"And then he says something along the lines of, I'm paraphrasing, but you guys, everyone is as safe as they want to be.",405.474,412.962
"And then again, everyone gets a text saying, rock.",413.423,416.205
And that's the third time that that text is sent.,416.285,418.608
And then a text is sent to only the man who was speaking.,419.068,423.613
" Oh, I'm not sure if I remember what it said, but it was signed SH, which we can assume is Sherlock Holmes.",424.893,431.541
"Let's see, and then...",434.585,435.506
"I believe we go to... go back to Watson, which was the man who had the nightmare earlier, and he's walking around what looks like a university area.",435.526,451.685
He meets this,452.486,453.988
 other guy.,454.222,454.923
I'm not exactly sure what his role either but this older man and they sit and talk for a while they're having coffee oh I never mentioned earlier but so Watson he has a his leg is injured so he walks with a cane and with a bit of a limp but yeah so he and this man that he met are now sitting on a bench just talking,456.486,478.221
 There's another scene where we see Sherlock.,479.5,483.844
The scene opens with the camera as if the camera was a cadaver.,483.884,488.388
So the camera is like looking up and Watson unzips the bag and then is looking down at the camera.,488.468,496.015
And that's when we first see him.,496.035,497.417
"Or, sorry, Sherlock unzips it, looks down, that's when we first see him.",497.437,501.0
"And he has this other, there's this other lady with him, assuming, or I'm assuming she's an assistant.",501.681,508.427
" So, uh, we see him take, like, I'm not sure what it's called, like one of those paddle things and, like, wax this body pretty furiously for quite a while.",508.745,519.46
"He says something about, like, checking how the bruises form to his assistant and then she, uh, starts to ask him for coffee.",519.5,529.354
He interrupts her saying that she had put on lipstick.,529.815,532.098
"She looks embarrassed, but then ends up finishing asking if he wants coffee.",532.138,537.165
" And then he says yes, he goes up to his lab where he's working on something.",537.466,543.011
It looks like he's using like a pipette or something to work with fluids.,543.031,547.396
He delivers to him his coffee and he makes a remark that she now has removed her lipstick.,547.976,557.466
And she again looks kind of embarrassed or something about it not working out for her.,557.766,565.954
" says something along the lines of, oh, like it was an improvement or something.",566.474,570.378
Your lips look small now.,570.398,571.459
And then she leaves.,572.541,573.121
She's not here.,573.161,574.703
"While this was happening, he had just met Watson.",574.723,578.808
So Watson and his friend from earlier approached Sherlock in his lab.,578.948,585.135
"And maybe one of the first things Sherlock says to Watson is, so what was it, Iraq or Afghanistan?",585.355,592.002
So he immediately knows that Watson was,592.022,593.764
 an army doctor.,594.048,595.31
"He makes some mention of that later also saying like, I know you're an army doctor.",595.33,598.835
It's revealed that Sherlock is looking for a flatmate and this mutual friend is now going to introduce Watson to Sherlock in hopes that Watson will be a suitable roommate for Watson.,602.159,617.861
So that happens.,617.881,620.885
Sherlock asks for,621.786,623.228
 mutual friend's phone and he doesn't have it so Watson offers up his.,623.663,629.692
"Sherlock appears to send a text or something through his phone and then before those two leave, meaning Watson and his friend, Sherlock says meet me at this address 221B",631.996,649.182
" Baker Street, I think, because that's where his flat is going to be.",649.55,653.476
"And then Watson kind of says something along the lines of, well, we don't even know each other.",653.957,659.906
And then Sherlock starts listing things.,660.006,661.468
He says that Watson was an army doctor in Afghanistan and that he's not close to his brother.,661.488,669.982
"His brother recently walked out of a marriage or something, or is an alcoholic or both.",670.442,677.413
" Watson looks very confused, or shocked, I guess, at this.",678.659,682.064
"Then, um, he leaves.",682.845,684.567
"So, um, and then, I believe we see the two of them now, and they, um, get, or, they are entering what we can assume is Sherlock's flat.",685.168,701.43
"Um, there's another lady, the landlord, um, I forgot her name, but she's also there with him and greets them both.",701.651,708.48
 We see that Sherlock's flat is a complete mess.,708.73,714.316
"There's books, things, there's a skull poster on the wall, there's another actual skull sitting above the fireplace.",716.258,723.487
"The kitchen's a mess, looks like there's lots of chemistry lab equipment on there.",724.147,727.511
"But yeah, so then they go into there, and they talk for a little bit.",729.273,737.202
" Sherlock, he makes some comments to his landlady about having her make him tea or clean out the kitchen or something along those lines and she kind of protests saying I'm not a housekeeper, I'm the landlord here.",738.329,756.367
They talk about the three linked suicides and we popped up in the newspaper.,756.387,764.995
" And then while they're talking about it, Sherlock looks out the window and says, well, now it's four.",765.363,769.91
So somehow he sees a police car and just immediately knows that it's that means that there has been another suicide.,769.97,776.96
"Oh, yeah.",776.98,778.182
"So before the scene, there's another one of those like unclear, fuzzy suicide scenes where we see a woman with bright red nails reaching for, yet again, that same pill bottle with those pills in it.",778.202,789.418
And then so we can assume that she committed suicide in the same manner.,789.578,794.325
So,794.345,795.066
 So back to the Sherlock flat scene.,795.62,798.845
"He's looking out the window and he says, this time it's unusual though, number 4 is different.",799.166,806.157
"So not long after he says this, there's a man who comes up the stairs to Sherlock's flat.",806.177,812.568
"I'll call him the police investigator from here on out, just for clarity's sake.",813.91,819.479
So the police man,819.499,821.863
" He doesn't even say anything to Sherlock, I don't think.",823.328,826.591
"Before Sherlock says, like, um, like, what's different about this case?",826.611,831.456
"And then he asks why, like, why do you think something's different?",831.956,834.819
"And then Sherlock says, well, if there wasn't anything different, you wouldn't have come to be, um, something along those lines.",834.839,843.567
"And then, um, the police man says, uh, they, you know how they never leave a note?",843.587,850.714
They left a note.,850.794,851.915
"So, um, he,",851.935,853.116
 leaves after or no he asked Sherlock will you come and then Sherlock kind of not showing he says like I'll be out behind you and then so the policeman leaves um Sherlock is suddenly like bursts out he's really excited he says this is so much fun and um quickly goes after him um so now the flat is just the landlady and Watson left and then um Watson asked for tea and biscuits and the landlady,853.703,882.107
 says to him what she said earlier to Sherlock about not being a housekeeper.,882.34,885.303
"Sherlock now reappears really quickly, and then there's like a witty exchange between him and Watson.",886.244,891.79
"Sherlock says, um, you're a doctor, I'm sure you've seen lots of, like, gruesome, violent things, and then Watson says, yeah, like, more than enough, more than you can imagine, and then Sherlock says, wants to see more, and then Watson replies affirmatively, and those two go to the scene of the crime.",891.83,911.892
" On the way there, they have a conversation in the cab where Watson asks Sherlock how he knew everything about Watson having an estranged brother who left his wife, or is alcoholic, and how he knew that he was an army doctor from Afghanistan.",912.682,936.816
 So Sherlock explains everything.,937.893,939.395
"I didn't catch every little detail he said, but even the little, like he says the way that Watson walked, the scratches on his phone, the fact that his phone was hand-me-down, and the engraving on the back of his phone.",939.435,951.468
"And so Watson is very thoroughly oppressed, and Sherlock is almost surprised by that because he said that most people get angry.",953.39,960.277
"And then as they're leaving the cab, Watson, or Sherlock asks Watson what he got wrong.",961.659,967.225
" And then, so Watson starts listing off everything exactly as Sherlock had said it.",967.576,971.381
"And Sherlock was pleasantly surprised, saying like, wow, for once I got everything right.",971.401,976.728
"And then Watson says, well, Harry is short for Harriet.",977.088,979.892
So Sherlock was actually wrong about the gender of Watson's sibling.,979.912,987.261
It wasn't his brother.,987.281,988.382
It was his sister.,988.402,989.023
So they arrive at the scene of the crime.,991.606,992.828
There's police tape everywhere.,993.208,994.65
It's at night.,994.67,995.271
" There's police cars, the sirens.",995.572,998.576
It looks like a pretty old run-down apartment building.,999.077,1001.961
The two are greeted by this lady.,1004.124,1006.687
She's wearing like a peacoat and a skirt.,1006.727,1008.449
And then there's some animosity between this lady and Sherlock.,1008.89,1012.855
It seems like they've had some history of some sort.,1013.857,1015.94
They don't like each other.,1016.04,1016.781
She calls him the freak.,1017.922,1020.566
"And... Yeah, they're just like in a tense...",1020.586,1025.072
 in character there.,1025.373,1026.534
He makes a comment about her not having come home last night and still wearing the same thing from the night before.,1027.396,1034.405
"And then so, they duck under.",1035.366,1036.908
There's this guy named Anderson who comes out who we know does not get along too well with Sherlock.,1036.968,1042.014
"Maybe he doesn't quite believe in his abilities, detective abilities.",1042.475,1045.999
So Anderson says some snarky things to him.,1046.5,1054.03
I don't remember exactly what.,1054.05,1055.211
 And Sherlock makes a comment about the lady spending the night with Anderson because of the cologne that he could smell or something.,1055.748,1068.728
"And then also makes a comment about her knees, implying that there was some sexual relationship going on.",1069.088,1075.618
"And so then he, meaning Sherlock and Watson, enter the building.",1076.62,1080.726
