text,start,end
" and Montresor, and Benjamin Kabelsky, and his wife, Sadie Marks, who was no relation to the Marks brothers and who performed as Mary Livingston.",491.397,500.145
All these names in my head.,501.108,502.412
I was 12.,504.459,505.221
" I'd read the books, I'd seen the film, and the burning point of paper was the moment where I knew that I would have to remember this.",506.956,513.53
Because people would have to remember books if other people burn them or forget them.,514.672,518.28
We will commit them to memory.,518.741,520.023
We will become them.,520.084,520.905
We become authors.,521.086,522.228
We become their books.,522.308,524.593
 I'm sorry.,526.531,527.153
I lost something there.,527.977,529.362
"Like a path I was walking that dead-ended, and now I'm alone and lost in the forest, and I'm here, and I do not know where here is anymore.",529.844,537.334
 You must learn a Shakespeare play.,538.951,540.253
I will think of you as Titus Andronicus.,541.134,543.177
"Or you, my friend, you could learn an Agatha Christie novel.",544.078,546.982
You will be Murder on the Orient Express.,547.022,549.245
"Someone else could learn the poems of John Wilmot, Earl of Rochester.",549.565,553.11
"And you, whoever you are listening to this, you can learn a Dickens book.",553.17,557.055
"And when I want to know what happened to Barnaby Rudge, I will come to you.",557.215,561.04
You can tell me.,562.402,563.203
" And the people who would burn the words, the people who would take the books from the shelves, the firemen and the ignorant, the ones afraid of tales and words and dreams and Halloween and people who have tattooed themselves with stories.",564.533,574.603
"And boys, you can grow mushrooms in your cellar and as long as your words, which are people, which are days, which are my life, as long as your words survive, then you lived and you mattered and you changed the world and I cannot remember your name.",574.883,585.814
"I learned your books, burned them into my mind in case the firemen came to town.",587.976,593.241
 but who you are is gone.,593.98,595.101
"I wait for it to return to me, just as I waited for my dictionary or for my radio or for my boots, and with just as meager a result.",596.083,603.552
"All I have left is the space in my mind where you used to be, and I'm not so certain about even that.",604.953,611.141
"I was talking to a friend, and I said, are these stories familiar to you?",613.063,618.57
" I told him all the words I knew, the ones about the monsters coming home to the house with the human child in it, the ones about the lightning salesman and the wicked carnival that followed him, and the Martians and their fallen glass cities and their perfect canals.",619.478,632.596
"I told him all the words, and he said he hadn't heard of them, that they didn't exist.",633.898,638.804
And I worry.,640.967,641.588
 I worry I was keeping them alive.,642.985,644.647
"Like the people in the snow at the end of the story, walking backwards and forwards, remembering, repeating the words of the stories, making them real.",645.228,651.635
I think it's God's fault.,655.219,656.38
"I mean, he can't be expected to remember everything.",658.202,661.066
God can't.,661.967,662.707
Busy chap.,664.289,665.01
 So perhaps he delegates things sometimes.,667.117,669.339
"Just goes, you, I want you to remember the dates of the Hundred Years' War.",669.379,672.823
"And you, you remember Akapi.",673.704,675.646
"You, you remember Jack Benny, who was Benjamin Kabelsky from Waukegan, Illinois.",676.447,680.852
"And then, when you forget the thing that God has charged you with remembering, bam, no more Akapi.",682.113,688.48
"Just an Akapi-shaped hole in the world, which is halfway between an antelope and a giraffe.",689.381,694.947
" No more Jack Benny, no more Warkegan, just a hole in your mind where a person or a concept used to be.",696.445,702.431
I don't know.,704.373,704.793
I don't know where to look.,706.675,707.596
"Have I lost an author, just as once I lost a dictionary?",708.677,711.76
"Or worse, did God give me this one small task and now I have failed him, and because I have forgotten him, he has gone from the shelves, gone from the reference works, and now he only exists in our dreams.",712.621,724.393
 My dreams.,726.044,726.605
I do not know your dreams.,727.987,729.068
"Perhaps you do not dream of a belt that is only wallpaper, but that eats two children.",729.829,734.636
"Perhaps you do not know that Mars is heaven, where our beloved dead go to wait for us, then consume us in the night.",735.617,741.806
You do not dream of a man arrested for the crime of being a pedestrian.,742.447,745.692
I dream these things.,747.815,748.896
" If he existed, then I've lost him, lost his name, lost his book titles one by one by one, lost the stories.",750.58,760.23
"And I fear that I'm going mad, for I cannot just be growing old.",762.032,764.794
"If I have failed in this one task, oh God, then only let me do this thing that you may give the stories back to the world.",766.696,774.364
"Because perhaps if this works,",776.166,780.25
 They will remember him.,781.529,782.35
All of them will remember him.,783.471,785.133
"His name will once more become synonymous with small American towns at Halloween when the leaves skitter across the sidewalk like frightened birds, or with Mars, or with love, and my name will be forgotten.",785.714,798.83
I'm willing to pay that price if the empty space in the bookshelf of my mind can be filled again before I go.,800.913,808.262
" Dear God, hear my prayer.",810.419,813.128
"A, B, C, D, E, F.",815.195,823.483
