0.334; Tommy's drunk and so angry his spit lands on Clara's black dress.
0.25; He's up in her face.
0.29; At 3.30 a.m., Sasha wakes up feeling pain, jolted, forced.
0.286; You are into danger.
0.162; In the glare of the lights, he looks flabby, unkempt.
0.364; I'm not feeling well.
0.407; 911. Her wrist has been cut on the glass.
0.281; I'll turn down the internship.
0.15; It's not such a big deal.
0.108; You've bought your ticket, she says quietly.
0.343; You've bought your supplies.
0.173; She looks at Gary and he looks far away.
0.162; He looks smaller, a stranger.
0.099; You can't save the people you love.
0.162; She's shocked to see how scared her stepmother looks.
0.407; Her own cut wrist is bandaged.
0.238; She's terrified of Margaret's anger, but her stepmother just holds her.
0.19; It's morning when they exit the hospital.
0.092; Sasha holds on to Margaret just like when she was little.
0.242; Said you'd lost your wallet, and I needed to get you.
0.206; In the mirror, she looks at her face.
0.154; Her eyebrows are filled with white hairs.
0.105; I can't live like this anymore, she says.
0.194; Stephen wakes up Margaret in the middle of the night.
0.162; She catches herself, looks at Margaret, who nods.
0.148; After she jumped, they never let me visit the hospital.
0.217; Let's use these to fight.
0.097; Stephen looks like a big-bellied clown.
0.162; She looks up, so fragile.
0.545; Clara cuts the scotch tape and Gary's mom chooses the spot for their flyer.
0.206; Gary's face looks up from the flyer.
0.175; Let's add this photo next, then I want you to keep it.
0.099; We need people to care.
0.177; Her own mother's voice comes through the cell, clear with purpose, as always.
0.075; Have you told them about Gary's debts?
0.289; He's dead, Clara.
0.294; These people are dead.
0.368; And then she suddenly sees it.
0.178; It's Margaret's face, xeroxed a few too many times.
0.239; Any information, please call.
0.207; She looks at Margaret, black dress and white pearls and her elegance.
0.286; A plastic Ziploc bag with Margaret's purple toothbrush lies on the bistro table between them.
0.162; He looks so much older.
0.089; Sasha can hear her heart beating out of control as she moves to the bar.
0.545; Gary's mom cuts a thick slice of coffee cake.
0.312; All around Clara sit photos of Gary.
0.267; An email card from the graduating class of UCLA.
0.154; A bouquet of white orchids from Jeannie and Tommy.
0.148; This is the third time you've been sick today, says Gary's mom.
0.143; Underneath the toilet seat, always check that before she settles back in.
0.083; Someone's bound to come forward.
0.099; Clara feels the stare of Gary's father rising up from the New York Times.
0.231; I can't give up yet, the old woman whispers.
0.289; Plastic lanterns for the plastic dead.
0.128; Stops in front of the pregnancy test.
0.128; The test sits alone in her basket.
0.25; At the cashier's, she opens her purse, and Margaret's face stares at her from the flyer.
0.177; Haunted, Clara walks the half block back to her hotel.
0.545; A businessman, he cuts to the chase.
0.263; For one crazy double-take moment, he thinks, is she here because I never answer her letters?
0.142; What Clara notices, his white and sad eyes.
0.192; The room is padded with sound insulation.
0.133; The chair is uncomfortable.
0.253; No, he says in the detached voice of a therapist.
0.289; Margaret is dead.
0.253; Let me gather myself.
0.194; On the TV, the Middle East, India, wars, earthquakes, crashes.
0.294; Why did Margaret go back to work in September?
0.147; She didn't need to go back to work.
0.44; Her voice sounds pragmatic.
0.22; Stephen hides his face in his hands.
0.171; Not even a month since Margaret died, you're running into the arms of ex-girlfriends?
0.11; Happy 21st birthday, says the card posted in L.A. in August.
0.143; Worlds within worlds, creature of the woods and of the seas.
0.267; Sasha tears up the card and tosses it into the garbage.
0.096; Clara in her hotel room, curled up in a ball.
0.25; Her face burns.
0.124; California is a common-law state.
0.295; Stop it, Mama!
0.222; Her stepmother also died in the towers.
0.22; Her mom's voice is like steel.
0.128; Gary's toddler Polaroid photo, Margaret's flyer, the pregnancy test.
0.162; He's panicked, looks down the hallway, thankfully empty.
0.222; I found out why Margaret died.
0.163; On it, she's written, You killed her.
0.238; Could Gary be running away from his debts?
0.074; Why would he even be near the towers?
0.087; I need to help his parents.
0.228; He hands her a card.
0.211; When I sent her her birthday card, I was so stuck, so trapped.
0.175; The room of volunteers hums, content.
0.294; Work keeps everyone sane.
0.101; When this time passes, says Alexander, you can come work with me in case you want to stay close until he's found.
0.192; In Sasha's room, he empties the trash.
0.267; Clara's torn birthday card.
0.261; They're all gone.
0.275; Margaret shows her a window.
0.368; But then she sees Alexander walking over to her, shaking the girl, yelling at her, suddenly angry, unrecognizably angry, then scared.
0.207; Young people congregate, pull rashly away.
0.133; Clara gets up from her chair.
0.123; You cannot save people, Jeannie said that night in L.A.
0.099; You cannot save the people you love.
0.162; and then she looks down at her legs.
0.125; The black and white images come and go on the screen, just like clouds.
0.259; The woman smiles at her.
0.144; Traffic whistles along the FDR drive.
0.077; The huge white tent is a magnet.
0.097; Sixteen refrigerated trailers, humming engines, fragments of lives, remains coming in every day.
0.184; We thought you were someone else.
0.197; They found a small fragment, a bone.
0.144; I should have died, says Alexander.
0.18; If I had died, Margaret would still be alive, he hears himself saying.
0.126; They won't allow open flames at the hospital.
0.191; She ducks as she enters Sasha's hospital room.
0.217; She places the electric candle on the cupcake.
0.12; On 30th Street and First Avenue, the rain beats fast against the chalk white canvas.
0.298; A preacher leads half a dozen people in prayer.
0.338; Clara watches out of the window as morning light rises over Manhattan.
0.10673686729687687
