text,start,end
" And, uh, he easily disarms Merlin, and then the guards take Merlin away, and the next thing we see is him waking up in a cell.",417.856,426.405
"Um, so, in this cell, um, I guess the most notable thing is when he wakes up, he hears this, like, eerie voice just saying Merlin, Merlin, over and over again.",428.547,440.079
"Um, and he, it seems to be coming from the ground, or somewhere under him.",440.659,445.024
"Um,",447.086,447.306
" But then his caretaker, the court physician, comes back in, tells Moreland he pulled a couple strings, and that he can go.",447.657,457.05
"So that happens, with the one exception.",458.973,462.117
"He has to do one of those medieval things where he sticks his arms and head through holes in a panel, more or less.",462.798,471.331
And these kids are throwing fruits and vegetables at him.,471.671,474.315
"It's all in good fun, though.",475.216,476.077
He's laughing.,476.097,476.618
" and then this, uh, a different woman comes by, and she was there when he defended the, um, like, the kid, and then, um, she says, she's kind of joking around with him, just saying, like, oh, that was really brave, and she said, but it was, like, a good thing you didn't get into a fight with Arthur, because, like, he's kind of, like, he couldn't beat up Arthur, more or less, is what her idea is, and, um, he laughs it off,",477.037,506.217
 and that's it.,506.433,507.314
"Uh, something before or after all that, um, there's a scene in the woods, so there's this tent, and there's a woman inside it, and, um, she hears a noise outside, and it turns out to be one of her guards or something, and he comes in, and we learn that she's headed towards the, uh, castle.",509.337,528.061
"And then, um...",528.081,528.762
" Uh, later he goes out, uh, tries to, like, he hears some noise out in the woods, so he checks what it is.",530.665,536.693
"Um, we don't see anything, but next we hear a scream from, like, this is, uh, a scene being placed inside the tent.",537.554,546.707
"And then, um, another figure approaches the tent.",547.208,549.511
"And this time it's, like, this old kind of decrepit lady.",549.911,553.276
"Probably, um, she looks like the woman who, um, the son, or the mother of the",554.277,559.845
 The man who was executed.,560.315,561.457
"So, um... Yeah, she's...",561.517,565.423
"This witch, she comes in.",565.443,566.604
"She has, like, this voodoo doll that she stabs a couple of times.",567.145,571.191
And then the woman in the tent kind of falls over.,571.652,575.177
And is silent and still.,575.798,577.441
"And then she has this, um... Potion thing on her necklace that she keeps rubbing.",578.222,583.73
"And then... Says a couple of words, um...",584.251,589.579
" bunch of, like, incantations to it.",589.812,592.215
"It glows, and then she turns into the woman who was, used to be, like, alive and well in the tent.",592.275,597.761
"And then, um, she looks at herself in the mirror, though, and the mirror shows that she's still this, like, kind of old witch.",598.382,604.949
"Uh, so, yeah, that's that scene.",605.83,609.154
"And then, um, the next time we see her, she, uh, is coming off of a horse, and, um,",609.715,618.064
 walking into the castle.,618.382,621.226
"So, uh, oh, and also, when she steps off, we see that even the water reflects, like, who she really is, which is, like, this old witch and not, um, this, like, young brunette lady.",621.647,632.204
"So, um, she kind of walks in.",632.664,636.511
"The king is very, very happy to see her.",636.531,638.654
"Uh, we learn that she is, like, a singer for all, like, the festival stuff that's going on.",638.694,645.705
" And then, so, he just, like, sends her on her way, says, thanks for coming.",646.411,649.694
"Um, so, Merlin is, uh, like, out and about again, and, um, this time, wait, no, not yet, this time, he is sent to give, uh, her, like, the singer, um, like, this little thing for her voice, it's like a vial, presumably of, like, some kind of",650.955,675.338
" uh, medicine for voice, and, um, so he goes to her, like, room, I guess, and, um, he puts it down at first because no one's there, and he notices, like, that voodoo doll that she had, um, stabbed, she had been stabbing in the tent, and then, uh, he's, looks fairly confused and, um, kind of concerned, and then he, uh, like, moves his little sheet off,",675.875,704.616
" then it's like a stack of, I guess, what we would understand for, like, spell books or something.",705.001,710.046
And he's looking at it also fairly confused.,710.467,712.549
Um...,712.769,714.591
"The scene then cuts to the lady, and she...",714.611,718.555
"Uh, she looks concerned.",720.037,721.118
"She, um, is really close to her room and, um, turns around quickly, walks towards it, and, um, just as she's about to come in, Merlin, like, quickly puts the book down, like, covers it back up, and, um,",721.779,734.012
" She comes in and says, what are you doing here?",735.494,737.216
"And then he just gives her the medicine, tells her that she was there to deliver that, and leaves.",737.776,742.281
So yeah.,744.424,744.924
"And then somewhere in another conversation with the court physician, we learn that all the dragons had been killed 20 years ago because magic sent this world into chaos, except for one which is underneath the castle.",745.425,764.505
" Um, so there's a bit of foreshadowing.",764.958,767.361
"Um, and then, so Merlin bumps into Arthur and his gang on the street again, and, um, at first, when Arthur calls out to him, he tries to ignore them, but then Arthur just keeps talking, and he can't ignore them anymore.",768.182,783.339
"And then, so, um, he, um, he, being Merlin, uh, keeps, like, kind of",783.82,794.492
" over-bravadoing, um, tells Arthur, like, oh, like, uh, I could beat you up with, like, less than a sword or whatever he had said.",795.265,804.354
"So, Arthur throws him, like, this, I'm not sure what the term is for it, but the, like, stick with a chain on the end that you kind of whoop around to hurt people.",804.834,813.923
"So, Arthur comes after him with one of those, and at first, Merlin is, like, super clumsy.",814.584,818.368
All he can do is run away.,818.748,819.869
"There are, like, portions of the town kind of getting destroyed.",819.909,822.952
"Um,",823.673,823.973
" Yeah, he, like, it's very busy out, so he's, like, bumping into people.",825.252,830.139
"Lots of fruit is getting smashed, like, running over, um, fruit carts and stuff.",830.66,835.267
"And then, um, he kind of gets backed into this alleyway, and he's just, like, he tripped and fell on this pile of stuff, and Arthur's standing over him, like, swinging this weapon around.",836.128,846.144
"Um, but then he uses magic, and, like, there's these meat hooks nearby.",846.805,851.091
" and then, like, he aligns them perfectly so that when Arthur is swinging his, um, like, chain thing around, it gets wrapped up.",851.408,858.875
"And then, this is, like, kind of Merlin's chance, he jumps up, and then, um, now, like, there's, like, a bunch of scenes of him doing little things to trip up Arthur, like, literally, like, he moves his block in front of him when Arthur's trying to come after him, so he jumps over it, and then, um, he hides again, and then Arthur still gets up and keeps coming after him, and he...",860.136,879.154
" pulls this rope top, so he trips over that as well.",879.505,881.727
"And then, so, Arthur is now the one falling all over the place, and by now, a fairly large crowd has gathered, and we see that, um, uh, the court physician is also there, like, kind of just, like, looking at Arthur.",882.368,895.962
We kind of see a small smile on his part.,895.982,898.324
"Um, and yeah, so Arthur looks at him, and, um, there is an ending that I can't recall right now.",899.105,909.175
" Yeah, I think that's it.",909.745,913.849
