text,start,end
"So I lived in this apartment for 10 years, up into the early 90s.",489.599,494.185
" And one day I was walking to work, and I hadn't seen Bob or Alan for a couple of days.",495.211,499.897
"There was another superintendent, the only one that was worth ever talking to, Smitty, the only one who could fix anything.",499.977,506.066
But nobody seemed to be around.,508.268,509.45
There were four buildings that were all owned by the same little group there.,509.49,512.714
"And I was walking to work, and I saw that the Daily News had another headline.",512.734,516.76
"It said, Terror Landlord in New York.",516.8,520.645
" I thought, oh, that sounds good.",521.806,522.828
"I walked over and I looked at it and was like, that's my landlord.",523.068,526.494
"It's Alan Stern, terror landlord.",528.978,531.602
That's my guy.,531.822,532.423
And I picked up the paper.,533.345,534.186
I sat down and read the story.,534.226,535.288
It was unbelievable.,535.308,536.27
"Alan had gotten, so Alan and his sister, by the way, this story is true.",539.014,542.72
Alan and his sister owned the four buildings.,543.241,545.805
 And so each of them basically had two.,545.887,547.63
The sister's husband was divorcing her.,547.65,550.796
"And under the New York rules, he would get half the family assets, which would be one of these four buildings, which were worth, even though there were six stories of columns of dust held up by 125 years of paint, as you know, that's still worth a lot of money in New York City.",551.357,568.907
 Alan did not want to part with one of his six stories of dust held up by 125 years of paint that easily.,571.672,578.062
So he had the guy killed.,578.103,580.956
" And Bob, apparently, had found the hitman.",582.556,585.662
"And they had killed this guy a long time ago, like when I was living in the building, like 1984 or something.",585.722,593.477
They killed.,593.597,594.198
They had this guy shot.,594.238,595.741
One of those stories of the guy's found dead under a bridge.,595.841,598.827
It was down in the village.,598.847,600.65
He was found on the West Side Highway.,600.67,602.033
" And they thought he'd just been mugged, you know, the wallet had been taken or something like that.",604.628,609.176
"And so lo and behold, all of a sudden, you know, Alan was gone.",609.196,611.12
He got life.,611.2,612.503
He went to prison forever.,612.523,613.504
And Bob had ratted him out.,613.585,614.847
And Bob still lived in our building.,617.432,618.754
I would see him.,619.055,619.756
"It's like unbelievable, you know?",622.561,627.43
" And then after a couple of years, Bob just sort of disappeared.",628.557,630.9
And the story just went away.,631.301,633.404
We all just were stunned.,633.504,635.607
"And eventually, I got married and moved out of the city.",635.827,639.773
"And I now live in New Haven, Connecticut.",639.813,642.036
And I work for The New York Times.,642.877,644.399
And I was working on a story one time about money laundering on a little island called Nauru.,645.26,650.508
It's in the Pacific Ocean.,650.868,655.054
 I had called this Assistant Secretary of the Treasury who was in charge of investigating complicated financial things.,655.338,660.964
His name is John Moscow.,661.024,662.746
Is that a great name or what?,662.966,663.967
And he actually is exactly the name that you think.,664.808,667.19
"He picked up the phone, John Moscow.",667.851,669.693
"I was like, I'm Jack Hitt, blah, blah, blah, New York Times calling me.",671.155,673.577
"I have money laundering, blah, blah.",673.597,674.518
"So in that first moment of calling somebody for an interview, you sort of chat them up a little bit.",674.558,679.303
 So we were just talking and everything.,679.621,680.742
"I said, have you been doing lots of financial crime?",681.043,682.985
"No, no, I used to do homicide in New York, homicide.",683.005,685.468
"I was like, oh, well.",686.63,687.491
"I said, yeah, back in the glory days, before Dinkins and Giuliani stopped crime, before that happened, there was actually this crime wave under the rule of Ed Koch, 2,000 people a year or something.",688.091,700.647
"And I said, oh, yeah, yeah, the glory days of New York, I remember, yeah.",701.227,704.772
I was actually sort of involved in one of those.,705.653,708.396
 So I had a landlord who had his brother-in-law killed.,709.473,713.782
And he got put away.,714.283,717.55
"He goes, Alan Stern, 206 West 99th Street.",717.811,723.904
"I'm like, yeah.",725.267,726.529
"He goes, I'm the one who put him away.",726.59,729.135
 I couldn't believe it.,731.782,732.564
What are the odds?,732.644,733.626
Call all the DAs in the world to get this guy.,734.327,737.032
So we start chatting.,737.634,738.495
"It's like, unbelievable.",738.535,739.638
"And he says, yeah, Bob had turned state's witness.",740.259,745.188
"He called that number 555-TIPS, that crime number.",745.229,748.214
That's how he turned Allen in.,748.255,753.064
" So I said, man, Bob, what a nut that guy was.",755.39,760.218
"I said, he was just the most incompetent guy ever.",760.278,763.002
"Every time he'd fix anything, one time he went to fix one of my sinks and put so much of that Drano-like fluid in there, he literally blew the whole sink off the wall.",763.463,774.54
And I had to move out of the apartment for a week to get the sludge out.,775.702,779.828
" And I said, you know, he used to always, how did you deal with him?",779.808,782.191
"You know, he would always come up with these crazy stories, you know, tell us like, you know, well, you know, I'm in the Constitution.",782.211,788.178
"I can't be, you know, charged with murder in Brazil.",788.279,790.842
"Moscow says, yeah, that one's kind of true.",792.244,795.428
"I'm like, what?",797.931,798.411
"He goes, yeah, there's some truth there.",799.393,801.615
"I said, what are you talking about?",804.199,805.2
"He goes, well, you have to understand, Bob DeSalvo",805.761,809.325
 was a member of the Brazilian secret police.,810.503,813.426
And he killed people.,815.709,816.57
A lot of people.,818.472,819.153
"And he, we think, cut some deal with the government and moved to New York and became your super.",821.035,827.542
No way.,834.91,835.331
Way.,837.013,838.975
 I went and looked it up.,839.343,840.224
I went and looked up the trial.,840.325,841.366
"And at one point in the trial, he's asked about what he did in Brazil.",841.566,850.641
"And he said, I tortured people.",851.101,853.665
My specialty was men.,854.507,855.829
"I'm like, oh my god.",857.171,858.533
" And so then Moscow finally explains the whole story, which is essentially that Alan, having killed his brother-in-law, wanted to rub out a couple of troublemakers in the building.",859.913,870.244
And he wanted Bob to go hire the same killers to kill these tenant activists because they were causing him all this trouble.,870.785,879.113
"And Bob realized, he says, you can't do that.",879.974,882.977
You're going to be the first suspect.,883.058,884.599
You can't do it.,885.18,886.161
"And he says, well, I'm going to do it.",886.381,887.402
"If you don't do it, I'm going to do it.",887.743,889.144
" And Bob, thinking like a good secret police torturer, realized that if he didn't rat Alan out, he was going to get caught.",889.681,897.87
"Because Alan was going to do the stupid thing, get caught, and then Bob was going to get implicated in the earlier killing.",897.89,901.815
So Bob called 555 Tips and turned him in.,902.195,904.177
And so John Moscow was telling me this.,906.94,910.544
"I'm going, John, I'm the tenant activist.",910.584,913.348
That's me.,916.251,916.731
I'm one of them anyway.,917.552,919.114
" So Bob DeSalvo, my crazy superintendent, may actually have saved my life.",920.309,948.308
" Well, when I was about 13 years old, I also went to the doctor.",953.03,970.397
" And the doctor told me, he said, you know, your eyesight's getting bad.",970.985,974.708
I'm afraid you're going to need either glasses or contacts for the rest of your life.,975.849,979.373
"You know, that's not terribly unusual.",980.013,981.655
"But he went on to say, you know, I hate to be the one to break it to you, but you're no longer eligible to be a NASA astronaut.",982.616,990.083
"And that might seem like an unusual thing for your doctor to say, but in my case, it wasn't that unusual because my doctor was the NASA doctor.",991.244,998.19
 which is because my father was a NASA astronaut.,998.457,1001.04
"And in fact, my neighbors were all astronauts.",1001.881,1003.923
"My right-hand neighbor was a man named Joe Engel, who was another shuttle astronaut.",1003.964,1008.209
"Left-hand neighbor, Hoot Gibson, another astronaut.",1008.929,1011.513
"Nearby, people like Buzz Aldrin and Neil Armstrong lived relatively nearby.",1012.594,1017.66
"And all my neighbors who weren't astronauts were either scientists or engineers, usually for NASA, or a prime contractor involved in putting people into space.",1017.72,1026.27
" And so, when I was told that I was no longer eligible, that was like being told that you are no longer welcome in the club that your father, your neighbors, and all your friends are a member of.",1027.718,1039.78
"And while before that moment, I probably would have never said, you know, when I grow up, I want to be an astronaut, because I just assumed everybody went to space, because everybody I knew did go to space.",1039.8,1049.878
" But suddenly, I said, look, if I can't go, that's clearly disappointing.",1051.225,1056.65
"I was angry and as depressed as a 13-year-old can get, which isn't that depressed, really.",1056.71,1061.835
"But within a couple of days, I resolved myself to the following thought.",1062.516,1066.72
"I said, if I'm not welcome in the community of NASA astronauts, who are they to be the gatekeepers to space?",1066.74,1073.306
"If I can't go as a NASA astronaut, I'm just going to have to bring into existence a civilian spaceflight capability.",1074.147,1080.473
" And at the age of 13, that of course doesn't sound nearly as impossible as I'm sure you understand that it really proved to be.",1083.575,1091.391
" But, of course, also at the age of 13, you're not really prepared to begin pursuing it with vigor.",1092.265,1095.768
"So even though that became my goal in life, I did more normal things that a teenager would do.",1095.809,1101.094
"But in my neighborhood, normal was still a little different.",1101.814,1104.337
"For example, my father, when he would come home from work at NASA, he would go into his study until late night.",1104.477,1110.363
"And when he did emerge in the evenings, he usually brought out with him into the living room some of the techno toys or experiments he was working on for space flight, which were usually things",1110.943,1121.614
" that while they seem normal to me, were science or technology that was decades ahead of when other people in other neighborhoods would ever get to see it.",1121.594,1128.726
"For example, one of the toys we brought home one time was something called a photomultiplier tube, a little kind of cylinder of aluminum that we put a camera lens on one end and a telescope ocular on the other end.",1131.31,1142.748
And you could use it to go out in the middle of the night and hunt the cat in the backyard at midnight.,1142.788,1148.057
" And of course, this actually became the basis of what a decade later became night vision scopes.",1148.358,1154.128
But that word didn't even exist when we were playing with it in the backyard.,1154.148,1157.373
And that was just one of many such experiences.,1157.393,1160.639
"But when I entered high school, I had another kind of pivotal life moment.",1161.881,1166.569
" My sister-in-law gave me a book, The Lord of the Rings.",1166.836,1169.981
"In that same year, a game called Dungeons and Dragons was published.",1171.142,1174.767
And that's also the first year that personal computers came into existence.,1175.609,1180.175
And I actually fell in love with all three of those.,1180.195,1181.858
"And so in the early 70s or mid-70s, I became one of the very first people ever to begin to write computer programs and games on personal computers.",1184.301,1195.257
 And what was funny about the school I went to is we had one computer terminal back in the 70s.,1195.439,1199.704
But there was no class that used it.,1200.424,1201.786
No teacher knew how to use it.,1201.806,1202.967
There was no curriculum for it.,1203.347,1204.589
But I fell in love with it.,1204.709,1205.73
"And since I was an active student of science at the time, I competed in science fairs and things throughout my tenure in school.",1206.17,1212.757
So the faculty knew that I was a self-starter and could do independent projects.,1213.158,1217.022
So they let me have my own classroom.,1217.042,1219.084
" No teacher, no curriculum, nothing to turn in.",1219.064,1221.727
"All I had to do was show them what I did by the end of the semester, which was usually make some games.",1221.787,1225.672
"And they gave me a guaranteed premium A credit, which was mighty convenient for me.",1226.053,1230.198
"But they had to count it as something, how to classify this class.",1233.142,1236.807
"And so for four years, while I was teaching myself how to program games, they counted it as my foreign language credit.",1236.867,1243.435
 So I actually never took a foreign language in school.,1247.043,1249.56
" But by the time I entered college, another kind of interesting thing occurred.",1249.81,1256.758
"Up until now, I'd lived within this little NASA enclave, and when I went to college, I met what I used to call the Sesame Street people.",1257.219,1265.269
"You know, the butcher, the baker, the policeman, the fireman, all these things that I thought was a fantasy on television, I now learned was actually real, normal life, and that my little sheltered existence was what was abnormal.",1265.629,1277.303
" And another kind of thing happened at that time too, which was I began to publish my first games.",1279.848,1284.313
I wrote a series of games called Ultima.,1284.333,1286.075
It was one of the very first ever and longest running fantasy role playing series that existed.,1286.656,1292.003
"And as my income level began to skyrocket, my grade point average began to crash.",1292.743,1298.59
And I knew that there was a real problem that came up when I flunked my first programming class.,1299.431,1304.978
" And programming is what I was doing all night, every night, by myself at home.",1304.958,1308.803
"So I clearly knew the material, but I just wasn't interested in the class.",1308.863,1311.767
And so I contemplated dropping out of school.,1312.367,1315.251
"And for me, this would be a pretty tough decision, because every other member of my family has advanced degrees, and they're things like astronauts.",1315.351,1322.741
"And here I was considering dropping out of school to go play games for a living, which is what I did.",1323.281,1328.468
" But the side effect of that was that with the income that I was getting out of these games, it allowed me to begin to pursue my passion of exploration.",1331.333,1341.489
And I went down to the seafloor.,1342.17,1343.392
I've been down to the Titanic.,1343.412,1344.433
I've been at hydrothermal vents.,1344.453,1345.595
I've been on safaris in Africa.,1345.775,1347.057
I've dug out canoes down the Amazon.,1347.097,1348.82
I've been on meteorite hunts down in Antarctica.,1349.421,1352.025
" But of course, space was always the thing that I really had this passion for.",1352.005,1356.094
"And I had made many investments down through my entire gaming career, most of which never went very far towards the privatization of space.",1356.174,1363.55
"But finally, right about the end of the 90s, right about 2000, started a series of companies that cracked the door open.",1363.57,1371.567
" The first one was called the X Prize, where we paid a $10 million prize for the first private vehicle that flew twice to space.",1373.099,1378.427
We started a company called Zero G Corp that actually has a 727.,1379.008,1381.291
We fly people in parabolic flights.,1381.331,1383.615
"So, for example, all of you can go do that.",1383.635,1385.438
"It's great fun, by the way.",1385.458,1386.519
But we also started a company called Space Adventures.,1387.901,1389.764
"And with my money, Space Adventures went over to Russia and negotiated a contract with the Russians to be able to fly civilians on the Russian Soyuz to the International Space Station.",1389.844,1398.697
"And this was right when I sold my first game company, Origin,",1399.178,1401.722
 I had the money.,1401.702,1402.644
I arranged the ticket.,1403.065,1403.947
I was going to become the first private citizen to ever fly into space.,1404.428,1408.095
Then came the 2001 internet stock market crash.,1409.759,1413.747
And with it went all of my wealth.,1415.01,1417.635
" And so not only did I have to stop construction on a home that I've still never finished, but I had to sell my seat to space that I'd spent 25 years in pursuit of.",1419.657,1429.856
"I sold it to a man named Dennis Tito, who became the first private citizen in space.",1430.458,1434.786
Very sad day for me.,1436.209,1437.531
" But then I went back and I said, OK, I know how to make games.",1438.287,1441.851
"So I went back and started another game company, built some more games, sold some more games.",1441.871,1445.075
"And as soon as I had enough money to pay for a ticket to space, first thing I did with all the wealth I had generated to date was I plunked down my deposits, my non-refundable deposits, on my trip to space.",1445.535,1456.888
"But just because you want to go, just because you've arranged the business to be able to go, just because you've paid to go, doesn't mean they will let you go.",1458.07,1466.86
" There's one more major hurdle, which is medical exams.",1467.447,1471.5
" And to go in space, which is challenging physiologically, they study your body in great detail.",1474.771,1480.537
"And when they did this on me, they found something they found fairly alarming.",1480.997,1484.261
They found something called a hemangioma on my liver.,1484.281,1486.703
"And in this case, in the case of rapid depressurization of a spacecraft, it would represent an increased chance of internal bleeding, which you could neither diagnose nor cure, and therefore it would be fatal.",1487.664,1498.896
"And so they said, Richard, you can't go to space with that.",1500.177,1503.681
" So you either have to give up your large deposits you've already made now to go to space, or you have to undergo life-threatening surgery.",1503.965,1511.059
So what do you think I did?,1511.58,1512.302
I now have a 16-inch scar as a memento of my quest to find my way into space.,1513.744,1521.079
" And so finally after that hurdle was passed, I finally began my training in Russia.",1522.78,1527.187
Spent about a year in Russia in preparations.,1528.128,1529.891
"Then finally, escorted by my father, I actually went out on October 12th of 2008, Columbus Day, a good day to go exploring.",1531.213,1539.186
" put on my own custom-made space suit, walked out to a fully-fueled rocket.",1539.166,1543.111
It's covered in frost because of all the cryogenic fuel on board and all the air coming nearby.,1543.131,1547.496
It is condensing into fog that's streaming down to the fire pit down below it.,1547.516,1550.6
"And then while everybody else gets as far away as they can, me and my two crewmates crawled up inside, squeezed inside this very claustrophobic little capsule.",1551.2,1560.972
" went through a brief checklist, lit that sucker up, and then took the very brief eight and a half minute ride from standing still on the ground to traveling around the earth at 17,000 miles an hour.",1560.952,1572.261
" And at that speed, you orbit the Earth once every 90 minutes.",1575.532,1578.555
You see a sunrise or a sunset every 45 minutes.,1579.115,1582.359
You cross the entire United States in only eight minutes.,1582.979,1585.341
You go around the world 16 times every day.,1585.922,1588.765
"And I spent 12 days floating around all day and all night like Superman, performing experiments and looking back on the Earth until finally the fiery reentry and the impact back on the surface, where my father was again waiting for me in the rescue helicopter.",1588.785,1603.238
So it was kind of a very cool,1603.278,1604.88
 father-son moment for us.,1604.86,1606.803
And my father was actually influential in another way.,1609.627,1612.151
"Since he had experience in flying in space before, he helped me put together my entire science program.",1612.812,1617.52
And he knew that one of the most important things to get the chance to do while you're in space is to be at the window and look back at the Earth.,1617.54,1624.27
 And so we planned lots of experiments where I'd be at the window and got a chance to look back at the Earth.,1626.19,1629.655
"And there's something called the overview effect that most every astronaut describes, which is really this series of epiphanies that you get from this great, wonderful vantage point you have in space looking back at the Earth.",1630.456,1641.653
For example...,1642.254,1643.676
" As soon as I saw a place on the Earth that I knew well, in my case it was Houston, Austin, Dallas, and the Gulf Coast, and the entire planet, I immediately said, you know, I now know the true scale of the Earth by direct observation.",1643.656,1656.983
And that actually means a lot more to you personally when it happens than it even does to hear it be said.,1657.043,1662.795
" But then as you go around the Earth over and over again, just by looking out the window, your knowledge about what I call the grand scale systems of the Earth goes up very rapidly.",1663.805,1672.116
"Things like weather, the results of tectonic plate movement, erosion by water, erosion by wind, all these things are just pouring into your brain at 17,000 miles an hour.",1672.477,1682.75
"But the most impactful thing doesn't happen until you've been looking out the window for a few days, which is...",1685.073,1692.343
" that every part of the Earth that you can see from space, every fertile part of the Earth you can see from space, is fully occupied by people.",1693.741,1701.152
There was no fertile part of the Earth that I saw that wasn't either a city or a farm.,1701.813,1706.46
Only things like alpine mountains or vast deserts or really swampy parts of the Earth weren't fully occupied by people.,1707.222,1714.172
"And it really inspires you to come back to the Earth afterwards and kind of redouble your efforts towards environmentalism, you might say, broadly.",1714.693,1722.465
" I would have described myself as an environmentalist before I flew, but my lifestyle has been changed profoundly since I've flown.",1722.445,1729.535
"But of all the experiments that I did in space, which at another time I'd be happy to recount more tales of, of course, the most ironic is that no NASA astronaut who's flown in space has ever flown who's had laser corrective eye surgery, which in the intervening years I have had.",1731.798,1752.368
 And so the one thing that NASA would have blocked me from ever flying into space for became the number one thing they were interested in studying about me as I prepared for my space flight.,1752.348,1763.707
"And so I submitted to and participated in a very extensive test, a sequence of tests on my eyes.",1764.288,1770.298
"And since my flight, NASA has now approved for all astronaut candidates laser corrective eye surgery.",1771.54,1778.592
" So the thing that NASA, of course, banned me for has kind of become my one contribution back to the fold.",1779.263,1788.614
So thank you.,1788.695,1789.678
